node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
LIM_85,Section,"For compensation for obstructing a 
way or a water-course. 
Three years. 
The date of the obstruction.",h2,85,LIM,Auto-extracted: LIM Section 85,,,,
LIM_86,Section,"For compensation for diverting a 
water-course. 
Three years. 
The date of the diversion.",h2,86,LIM,Auto-extracted: LIM Section 86,,,,
LIM_87,Section,"For compensation for trespass upon 
immovable property. 
Three years. 
The date of the trespass.",h2,87,LIM,Auto-extracted: LIM Section 87,,,,
LIM_88,Section,"For compensation for infringing 
copyright or any other exclusive 
privilege. 
Three years. 
The date of the infringement.",h2,88,LIM,Auto-extracted: LIM Section 88,,,,
LIM_89,Section,"To restrain waste. 
Three years. 
When the waste begins.",h2,89,LIM,Auto-extracted: LIM Section 89,,,,
LIM_90,Section,"For compensation for injury caused 
by 
an 
injunction 
wrongfully 
obtained. 
Three years. 
When the injunction ceases.",h2,90,LIM,Auto-extracted: LIM Section 90,,,,
LIM_91,Section,"For compensation,— 
(a)for wrongfully taking or detaining 
any specific       movable 
property lost, oracquired by theft, 
or dishonest misappropriation, or 
conversion; 
 
Three years. 
When the person having the right to the 
possession of the property first learns 
in whose possession it is. 
 
(b) for wrongfully taking or injuring 
or wrongfully detaining any other 
specific movable property. 
Three years. 
When the property is wrongfully taken or 
injured, or when the detainer’s 
possession becomes unlawful. 
PART VIII.—SUITS RELATING TO TRUSTS AND TRUST PROPERTY",h2,91,LIM,Auto-extracted: LIM Section 91,,,,
LIM_92,Section,"To recover possession of immovable 
property conveyed or bequeathed 
in trust and afterwards transferred 
by the trustee for a valuable 
consideration. 
Twelve years. 
When the transfer becomes known to the 
plaintiff.",h2,92,LIM,Auto-extracted: LIM Section 92,,,,
LIM_93,Section,"To recover possession of movable 
property conveyed or bequeathed 
in trust and afterwards transferred 
by the trustee for a valuable 
consideration. 
Three years. 
When the transfer becomes known to the 
plaintiff.",h2,93,LIM,Auto-extracted: LIM Section 93,,,,
LIM_94,Section,"To set aside a transfer of immovable 
property comprised in a Hindu, 
Muslim or Buddhist religious or 
charitable endowment, made by a 
manager thereof for a valuable 
consideration. 
Twelve years. 
When the transfer becomes known to the 
plaintiff.",h2,94,LIM,Auto-extracted: LIM Section 94,,,,
LIM_95,Section,"To set aside a transfer of movable 
property comprised in a Hindu, 
Muslim or Buddhist religious or 
charitable endowment, made by a 
manager thereof for a valuable 
consideration. 
Three years. 
When the transfer becomes known to the 
plaintiff.",h2,95,LIM,Auto-extracted: LIM Section 95,,,,
LIM_96,Section,"By the manager of Hindu, Muslim or 
Buddhist religious or charitable 
endowment to recover possession 
of 
movable 
or 
immovable 
properly 
comprised 
in 
the 
endowment 
which 
has 
been 
transferred 
by 
a 
previous 
manager 
for 
a 
valuable 
consideration. 
Twelve years. 
The date of death, resignation or removal 
of the transferor or the date of 
appointment of the plaintiff as 
manager 
of 
the 
endowment, 
whichever is later. 
20",h2,96,LIM,Auto-extracted: LIM Section 96,,,,
LIM_97,Section,"To enforce a right of pre-emption 
whether the right is founded on 
law or general usage or on 
special contract. 
One year. 
When the purchaser take under the sale 
sought to be impeached, physical 
possession of the whole or part of the 
property sold, or, where the subject 
matter of the sale does not admit of 
physical possession of the whole or part 
of the property, when the instrument of 
sale is registered.",h2,97,LIM,Auto-extracted: LIM Section 97,,,,
LIM_98,Section,"By a person against whom 1[an 
order referred to in rule 63 or in 
rule 103] of Order XXI of the 
Code of Civil Procedure, 1908 
(5 of 1908), or an order under 
section 28 of thePresidency 
Small Cause Courts Act, 1882 
(15 of 1882), has been made, to 
establish the right which he 
claims 
to 
the 
property 
comprised in the order. 
One year. 
The date of the final order.",h2,98,LIM,Auto-extracted: LIM Section 98,,,,
LIM_99,Section,"To set aside a sale by a civil or 
revenue court or a sale for 
arrears of Government revenue 
or for any demand recoverable 
as such arrears. 
One year. 
When the sale is confirmed or would 
otherwise have become final and 
conclusive had no such suit been 
brought.",h2,99,LIM,Auto-extracted: LIM Section 99,,,,
LIM_100,Section,"To alter or set aside any decision 
or order of a civil court in any 
proceeding other than a suit or 
any act or order of an officer of 
Government in his official 
capacity. 
One year. 
The date of the final decision or order by the 
court or the date of the act or order of 
the officer, as the case may be.",h2,100,LIM,Auto-extracted: LIM Section 100,,,,
LIM_101,Section,"Upon a judgment, including a 
foreign 
judgment, 
or 
a 
recognisance. 
Three years. 
The date of the judgment or recognisance.",h2,101,LIM,Auto-extracted: LIM Section 101,,,,
LIM_102,Section,"For property which the plaintiff has 
conveyed while insane. 
Three years. 
When the plaintiff is restored to sanity 
and has knowledge of the conveyance.",h2,102,LIM,Auto-extracted: LIM Section 102,,,,
LIM_103,Section,"To make good out of the general 
estate of a deceased trustee the 
loss occasioned by a breach of 
trust. 
Three years. 
The date of the trustee's death or if the 
loss has not then resulted, the date of 
the loss.",h2,103,LIM,Auto-extracted: LIM Section 103,,,,
LIM_104,Section,"To 
establish 
a 
periodically 
recurring right. 
Three years. 
When the plaintiff is first refused the 
enjoyment of the right.",h2,104,LIM,Auto-extracted: LIM Section 104,,,,
LIM_105,Section,"By 
a 
Hindu 
for 
arrears 
of 
maintenance. 
Three years. 
When the arrears are payable.",h2,105,LIM,Auto-extracted: LIM Section 105,,,,
LIM_106,Section,"For a legacy or for a share of a 
residur bequeathed by a testator 
or for a distributive share of the 
property of an intestate against 
an executor or an administrator 
or some other person legally 
charged 
with 
the 
duty 
of 
distributing the estate. 
Twelve years. 
When the legacy or share becomes 
payable or deliverable. 
21 
 
Description of suit 
Period of limitation 
Time from which period begins to run",h2,106,LIM,Auto-extracted: LIM Section 106,,,,
LIM_107,Section,"For possession of a hereditary 
office. 
Explanation.—A hereditary office 
is possessed when the properties 
thereof are usually received, or 
(if there are no properties) when 
the duties thereof are usually 
performed. 
Twelve years. 
When the defendant takes possession of 
the office adversely to the plaintiff.",h2,107,LIM,Auto-extracted: LIM Section 107,,,,
LIM_108,Section,"Suit during the life of a Hindu or 
Muslim female by a Hindu or 
Muslim who, if the female died 
at the date of instituting the suit, 
would 
be 
entitled 
to 
the 
possession of land, to have an 
alienation of such land made by 
the female declared to be void 
except for her life or until her re-
marriage. 
Twelve years. 
The date of the alienation.",h2,108,LIM,Auto-extracted: LIM Section 108,,,,
LIM_109,Section,"By 
a 
Hindu 
governed 
by 
Mitakshara law to set aside his 
father’s alienation of ancestral 
property. 
Twelve years. 
When the alienee takes possession of the 
property.",h2,109,LIM,Auto-extracted: LIM Section 109,,,,
LIM_110,Section,"By a person excluded from a joint 
family property to enforce a 
right to share therein. 
Twelve years. 
When the exclusion becomes known to 
the plaintiff.",h2,110,LIM,Auto-extracted: LIM Section 110,,,,
LIM_111,Section,"By or on behalf of any local 
authority for possession of any 
public street or road or any part 
thereof from which it has been 
dispossessed or of which it has 
discontinued the possession. 
Thirty years. 
The 
date 
of 
the 
dispossession 
or 
discontinuance.",h2,111,LIM,Auto-extracted: LIM Section 111,,,,
LIM_112,Section,"Any suit (except a suit before the 
Supreme Court in the exercise of 
its original jurisdiction) by or on 
behalf 
of 
the 
Central 
Government 
or 
any 
State 
Government, 
including 
the 
Government of the State of 
Jammu and Kashmir. 
Thirty years. 
When the period of limitation would 
begin to run under this Act against a 
like suit by a private person. 
PART X.—SUITS FOR WHICH THERE IS NO PRESCRIBED PERIOD",h2,112,LIM,Auto-extracted: LIM Section 112,,,,
LIM_113,Section,"Any suit for which no period of 
limitation is provided elsewhere 
in this Schedule. 
Three years. 
When the right to sue accrues. 
SECOND DIVISION—APPEALS",h2,113,LIM,Auto-extracted: LIM Section 113,,,,
LIM_114,Section,"Appeal 
from 
an 
order 
of 
acquittal,— 
  
  
 
(a)under sub-section (1) or sub-
section (2) of section 417 of 
the 
Code 
of 
Criminal 
Procedure, 1898 (5 of 1898); 
Ninety days. 
The date of the order appealed from. 
 
(b)under 
sub-section 
(3) 
of 
section 417 of that Code. 
Thirty days. 
The date of the grant of special leave. 
22 
 
Description of suit 
Period of limitation 
Time from which period begins to run",h2,114,LIM,Auto-extracted: LIM Section 114,,,,
LIM_115,Section,"Under 
the 
Code 
of 
Criminal 
Procedure, 1898 (5 of 1898)— 
 
 
 
(a) from a sentence of death 
passed by a court of session or 
by a High Court in the 
exercise 
of 
its 
original 
criminal jurisdiction; 
Thirty days. 
The date of the sentence. 
 
(b) from any other sentence or 
any order not being an order 
of acquittal— 
 
 
 
(i) to the High Court 
Sixty days. 
The date of the sentence or order. 
 
(ii) to any other court 
Thirty days. 
The date of the sentence or order.",h2,115,LIM,Auto-extracted: LIM Section 115,,,,
LIM_116,Section,"Under the Code of Civil Procedure, 
1908 (5 of 1908)— 
 
 
 
(a) to a High Court from any 
decree or order. 
Ninety days. 
The date of the decree or order. 
 
(b) to any other court from any 
decree or order. 
Thirty days. 
The date of the decree or order.",h2,116,LIM,Auto-extracted: LIM Section 116,,,,
LIM_117,Section,"From a decree or order of any High 
Court to the same Court. 
Thirty days. 
The date of the decree or order. 
THIRD DIVISION—APPLICATIONS 
PART I.—APPLICATIONS IN SPECIFIED CASES",h2,117,LIM,Auto-extracted: LIM Section 117,,,,
LIM_118,Section,"For leave to appear and defend a 
suit 
under 
summary 
procedure. 
Ten days. 
When the summons is served.",h2,118,LIM,Auto-extracted: LIM Section 118,,,,
LIM_119,Section,"Under the Arbitration Act, 1940 
(10 of 1940),— 
 
 
(a) for the filing in court of an 
award; 
Thirty days. 
The date of service of the notice of the 
making of the award; 
 
(b) for setting aside an award 
or getting an award remitted 
for reconsideration. 
Thirty days. 
The date of service of the notice of the 
filing of the award.",h2,119,LIM,Auto-extracted: LIM Section 119,,,,
LIM_120,Section,"Under 
the 
Code 
of 
Civil 
Procedure, 1908 (5 of 1908), 
to have the legalrepresentative 
of a deceased plaintiff or 
appellant or of a deceased 
defendant or respondent, made 
a party. 
Ninety days. 
The date of death of the plaintiff, 
appellant, defendant or respondent, as 
the case may be.",h2,120,LIM,Auto-extracted: LIM Section 120,,,,
LIM_121,Section,"Under the same Code for an order 
to set aside an abatement. 
Sixty days. 
The date of abatement.",h2,121,LIM,Auto-extracted: LIM Section 121,,,,
LIM_122,Section,"To restore a suit or appeal or 
application 
for 
review 
or 
revision dismissed for default 
of appearance or for want of 
prosecution or for failure to 
pay costs of service of process 
or to furnish security for costs. 
Thirty days. 
The date of dismissal. 
23",h2,122,LIM,Auto-extracted: LIM Section 122,,,,
LIM_123,Section,"To set aside a decree passed ex 
parte or to rehear an appeal 
decreed or heard ex parte. 
Explanation.—For the purpose of 
this article, substituted service 
under rule 20 of Order V of 
the Code of Civil Procedure, 
1908 (5 of 1908) shall not be 
deemed to be due service. 
Thirty days. 
The date of the decree or where the 
summons or notice was not duly 
served, 
when 
the 
applicant 
had 
knowledge of the decree.",h2,123,LIM,Auto-extracted: LIM Section 123,,,,
LIM_124,Section,"For a review of judgment by a 
court other than the Supreme 
Court. 
Thirty days. 
The date of the decree or order.",h2,124,LIM,Auto-extracted: LIM Section 124,,,,
LIM_125,Section,"To record an adjustment or 
satisfaction of a decree. 
Thirty days. 
When the payment or adjustment is made.",h2,125,LIM,Auto-extracted: LIM Section 125,,,,
LIM_126,Section,"For the payment of the amount of 
a decree by instalments. 
Thirty days. 
The date of the decree.",h2,126,LIM,Auto-extracted: LIM Section 126,,,,
LIM_127,Section,"To set aside a sale in execution of 
a decree, including any such 
application by a judgment-
debtor. 
1[Sixty days]. 
The date of the sale.",h2,127,LIM,Auto-extracted: LIM Section 127,,,,
LIM_128,Section,"For 
possession 
by 
one 
dispossessed of immovable 
property and disputing the 
right of the decree-holder or 
purchaser 
at 
a 
sale 
in 
execution of a decree. 
Thirty days. 
The date of the dispossession.",h2,128,LIM,Auto-extracted: LIM Section 128,,,,
LIM_129,Section,"For possession after removing 
resistance or obstruction to 
delivery of possession of 
immovable property decreed 
or sold in execution of a 
decree. 
Thirty days. 
The date of resistance or obstruction.",h2,129,LIM,Auto-extracted: LIM Section 129,,,,
LIM_130,Section,"For leave to appeal as a pauper— 
 
 
(a) to the High Court; 
Sixty days. 
The date of decree appealed from. 
 
(b) to any other court. 
Thirty days. 
The date of decree appealed from.",h2,130,LIM,Auto-extracted: LIM Section 130,,,,
LIM_131,Section,"To any court for the exercise of 
its powers of revision under 
the Code of Civil Procedure, 
1908 (5 of 1908), or the Code 
of Criminal Procedure, 1898 
(5 of 1898). 
Ninety days. 
The date of the decree or order or 
sentence sought to be revised.",h2,131,LIM,Auto-extracted: LIM Section 131,,,,
LIM_132,Section,"To 
the 
High 
Court 
for 
a 
certificate of fitness to appeal 
to the Supreme Court under 
clause (1) of article 132, 
article 133 or sub-clause (c) of 
clause (1) of article 134 of the 
Constitution or under any 
other law for the time being in 
force. 
Sixty days. 
The date of the decree, order or sentence. 
24",h2,132,LIM,Auto-extracted: LIM Section 132,,,,
LIM_133,Section,"To the Supreme Court for special 
leave to appeal,— 
 
 
(a) in a case involving death 
sentence; 
Sixty days. 
The date of the judgment final order or 
sentence. 
 
(b) in a case where leave to 
appeal was refused by the 
High Court; 
Sixty days. 
The date of the order of refusal. 
 
(c) in any other case. 
Ninety days. 
The date of the judgment or order.",h2,133,LIM,Auto-extracted: LIM Section 133,,,,
LIM_134,Section,"For delivery of possession by a 
purchaser 
of 
immovable 
property at a sale in execution 
of a decree. 
One year. 
When the sale becomes absolute.",h2,134,LIM,Auto-extracted: LIM Section 134,,,,
LIM_135,Section,"For the enforcement of a decree 
granting 
a 
mandatory 
injunction. 
Three years. 
The date of the decree or where a date is 
fixed for performance, such date.",h2,135,LIM,Auto-extracted: LIM Section 135,,,,
LIM_136,Section,"For the execution of any decree 
(other than a decree granting a 
mandatory 
injunction) 
or 
order of any civil court. 
Twelve years. 
1[When] the decree or order becomes 
enforceable or where the decree or any 
subsequent order directs any payment 
of money or the delivery of any 
property to be made at a certain date or 
at recurring periods, when default in 
making the payment or delivery in 
respect of which execution is sought, 
takes place: 
Provided that an application for the 
enforcement or execution of a decree 
granting a perpetual injunction shall 
not be subject to any period of 
limitation. 
PART II—OTHER APPLICATION",h2,136,LIM,Auto-extracted: LIM Section 136,,,,
LIM_137,Section,"Any other application for which 
no period of limitation is 
provided elsewhere in this 
Division. 
Three years. 
When the right to apply accrues.",h2,137,LIM,Auto-extracted: LIM Section 137,,,,
SOC_REG_1,Section,Societies formed by memorandum of association and registration.,h2,1,SOC_REG,Auto-extracted: SOC_REG Section 1,,,,
SOC_REG,Act,,h2,,,,,,,
SOC_REG_2,Section,Memorandum of association.,h2,2,SOC_REG,Auto-extracted: SOC_REG Section 2,,,,
SOC_REG_3,Section,Registration and fees.,h2,3,SOC_REG,Auto-extracted: SOC_REG Section 3,,,,
SOC_REG_4,Section,Annual list of managing body to be filed.,h2,4,SOC_REG,Auto-extracted: SOC_REG Section 4,,,,
SOC_REG_5,Section,Property of society how vested.,h2,5,SOC_REG,Auto-extracted: SOC_REG Section 5,,,,
SOC_REG_6,Section,Suits by and against societies.,h2,6,SOC_REG,Auto-extracted: SOC_REG Section 6,,,,
SOC_REG_7,Section,Suits not to abate.,h2,7,SOC_REG,Auto-extracted: SOC_REG Section 7,,,,
SOC_REG_8,Section,Enforcement of judgment against society.,h2,8,SOC_REG,Auto-extracted: SOC_REG Section 8,,,,
SOC_REG_9,Section,Recovery of penalty accruing under bye-law.,h2,9,SOC_REG,Auto-extracted: SOC_REG Section 9,,,,
SOC_REG_10,Section,"Members liable to be sued as strangers. 
Recovery by successful defendant of costs adjudged.",h2,10,SOC_REG,Auto-extracted: SOC_REG Section 10,,,,
SOC_REG_11,Section,Members guilty of offences punishable as strangers.,h2,11,SOC_REG,Auto-extracted: SOC_REG Section 11,,,,
SOC_REG_12,Section,"Societies enabled to alter, extend or abridge their purposes.",h2,12,SOC_REG,Auto-extracted: SOC_REG Section 12,,,,
SOC_REG_13,Section,Provision for dissolution of societies and adjustment of their affairs.,h2,13,SOC_REG,Auto-extracted: SOC_REG Section 13,,,,
SOC_REG_14,Section,"Upon a dissolution no member to receive profit. 
Clause not to apply to Joint-stock Companies.",h2,14,SOC_REG,Auto-extracted: SOC_REG Section 14,,,,
SOC_REG_15,Section,Member defined.Disqualified members.,h2,15,SOC_REG,Auto-extracted: SOC_REG Section 15,,,,
SOC_REG_16,Section,Governing body defined.,h2,16,SOC_REG,Auto-extracted: SOC_REG Section 16,,,,
SOC_REG_17,Section,Registration of societies formed before Act.,h2,17,SOC_REG,Auto-extracted: SOC_REG Section 17,,,,
SOC_REG_18,Section,"Such societies to file memorandum, etc., with Registrar of Joint-stock Companies.",h2,18,SOC_REG,Auto-extracted: SOC_REG Section 18,,,,
SOC_REG_19,Section,"Inspection of documents, Certified copies.",h2,19,SOC_REG,Auto-extracted: SOC_REG Section 19,,,,
SOC_REG_20,Section,"To what societies Act applies. 
2 
THE SOCIETIES REGISTRATION ACT, 1860 
ACT NO. 21 OF 18601 
[21st May, 1860.] 
An Act for the Registration of Literary, Scientific and Charitable Societies. 
Preamble.—WHEREAS it is expedient that provision should be made for improving the legal 
condition of societies established for the promotion of literature, science, or the fine arts, or for the 
diffusion of useful knowledge, 2[the diffusion of political education] or for charitable purposes; It is 
enacted as follows:— 
STATE AMENDMENT 
Union territory of Ladakh 
After the preamble and before the existing section 1, insert— 
“1. Appointment, etc. of Registrar of Societies, etc.-(1) The Administration of Union territory 
of Ladakh may, by notification, appoint a person to be called the Registrar of Societies and he shall 
exercise such powers and perform such duties and functions as are conferred by or under the",h2,20,SOC_REG,Auto-extracted: SOC_REG Section 20,,,,
SOC_REG_4B,Section,"Persons by whom lists, etc., are to be sent.-It shall be the duty-- 
(a) of the Chairman or, as the case may be, the President, the Secretary or any other person 
authorised in that behalf by the rules and regulations of the society or by a resolution of the 
governing body of the society; or 
(b) of the Chairman, or as the case may be, the President of the governing body of the society 
where there is no such authorisation, 
to file the list mentioned in section 4 or to send the intimation, or as the case may be, the copy 
mentioned in section 4A to the Registrar of Societies.",h2,4B,SOC_REG,Auto-extracted: SOC_REG Section 4B,,,,
SOC_REG_4C,Section,"Offence.-(1) If any person who is required so to do under the preceding section fails 
without reasonable cause to comply with the provisions thereof, he shall, on conviction, be 
punishable with fine which may extend to one thousand rupees. 
(2) If any person wilfully makes or causes to be made any false entry or alteration in, or any 
omission from, the list filed under section 4 or any statement or copy of rules and regulations sent 
to the Registrar of Societies under section 4A, he shall on, conviction, be punishable with fine 
which may extend to five thousand rupees."". 
[Vide Union Territory of Ladakh Reorganisation (Adaptation of Central Laws) Second Order, 2020, 
vide Notification No. S.O.3805(E), dated (26-10-2020).] 
Arunachal Pradesh 
After section 4, the following section shall be inserted, namely:- 
“4A. Change in Managing Body and rules to be files.—(1) Together with the list mentioned, in 
section 4, there shall be sent to the Registrar a statement showing changes during the year to which 
the list relates in the personnel of the Governor, council, directors, committee or other governing 
body to whom the management of the affairs of the societies is entrusted and also a copy of the rules 
of the society corrected up-to-date and certified to be a correct copy by not less than three members of 
the governing body. 
(2) A copy of every alteration made in the rules of the society certified to be a correct copy by not 
less than three members of the governing body, shall be sent to the Registrar within fifteen days of 
the making of such alteration.” 
[Vide Arunachal Pradesh Act 6 of 1978, s. 2 and the schedule] 
Haryana 
Amendment of Section 4 of Central Act 21 of 1860.—In Section 4 of the principal Act, the following 
words shall be added at the end, namely :—  
""There shall be paid to the Registrar for every list a fee of ten rupees."". 
[Vide Haryana Act 14 of 2001, s. 3]",h2,4C,SOC_REG,Auto-extracted: SOC_REG Section 4C,,,,
SOC_REG_12B,Section,"Notice of change of name.--(1) Notice in writing of every change of name, signed by the 
Secretary and, by seven members of the society changing its name, shall be sent to the Registrar; 
(2) If the proposed name is identical with that by which any other existing society has been 
registered or, in the opinion of the Registrar, so nearly resembles such name as to be likely to deceive 
the public, the Registrar shall refuse to register the change of name. 
(3) Save as provided in sub-section (2), the Registrar shall, if he is satisfied that the provisions of 
this Act in respect of change of name have been complied with, register the change of name and the 
change of name shall have effect from the date of such registration.",h2,12B,SOC_REG,Auto-extracted: SOC_REG Section 12B,,,,
SOC_REG_12C,Section,"Effects of change of name.--The change in the name of a society registered under this Act 
shall not affect any rights or obligations of the society or render defective any legal proceeding by or 
against the society, and any legal proceeding which might have been continued or commenced by or 
against it by its former name may be continued or commenced by or against it by its new name"". 
[Vide Assam Act 14 of 1948, s. 2] 
13 
Orissa 
Amendment of a section 12, Act (21 of 1860).—In section 12 of the principal Act— 
(a) in the first paragraph after the words “any other society” the words “ or whenever the 
governing body of any such society decides to change the name of the society” shall be inserted; 
(b) after the second paragraph the following proviso shall be inserted, namely:— 
“Provided that no proposition for amalgamation shall be carried into effect unless it has been 
considered, agreed to and confirmed by all the concerned societies in the manner prescribed in this 
section”. 
[Vide the Orissa Act 8 of 1969, s. 3] 
Orissa 
Insertion of new sections 12-A, 12-B and 12-C, Act 21 of 1860.—After section 12 of the principal 
Act the following new sections shall be inserted, namely:— 
12-A. Registration of change of name.—(1) Where a proposition for change of name has been 
agreed to and confirmed in the manner prescribed by section 12, a copy of the proposition so agreed to 
and confirmed shall be forwarded to the Registrar of Societies for registering the change of name.  If the 
proposed name is identical with that by which any other existing society has been registered or in the 
opinion of the Registrar so nearly resembles the name of such other society as is likely to deceive the 
public or the members of either society, the Registrar shall refuse to register the change of name. 
(2) Save as provided in sub-section (1), the Registrar shall, if he is satisfied that the provisions of this 
Act in respect of the change of name have been complied with, register the change of name and issue a 
certificate of registration altered to meet the circumstances of the case. On the issue of such certificate the 
change of name shall be complete. 
(3) The Registrar shall charge for any copy of a certificate issued under sub-section (2) a fee of rupee 
one and all fees so paid shall be accounted for to the State Government. 
12-B. Effect of change of name.—The change in the name of a society shall not affect any rights or 
obligations of the society or render defective any legal proceeding by or against the society; and any legal 
proceeding which might have been continued or commenced by or against it by its former name may be 
continued or commenced by or against it by the new name. 
12-C. Registration of change of name effected before commencement of the societies 
Registration Amendment.—If any society registered under this Act has, before the date of the coming 
into force of the Societies Registration (Orissa Amendment) Act, 1969 intimated to the Registrar the 
change of its name and if the Registrar has recorded such change the Registrar may, notwithstanding 
anything contained in this Act, on an application made by the society in this behalf and on payment of 
fees as provided in sub-section (3) of section 12-A register the change of such name and issue a certificate 
to the society under sub-section (2) of the said section. On the issue of such certificate the change shall be 
deemed to be complete from the date on which such change was recorded by the Registrar.” 
[Vide the Orissa Act 8 of 1969, s. 4] 
Orissa 
Amendment of section 12A.—In the principal Act, in section 12A,— 
(a) for sub-section (1), the following sub-sections shall be substituted, namely:— 
14 
“(1) Where a proposition for change of name has been agreed to and confirmed in the manner 
prescribed by section 12, a copy of the proposition so agreed to and confirmed shall be forwarded to 
the Registrar  of Societies for registering  the change of name”. 
(1A) The Registrar of Societies may refuse to register the change of name, if he is of the opinion 
that the proposed change of name is undesirable for any of the reasons mentioned in section 3A.”.  
(b) after sub-section (3), the following  sub-section shall be inserted, namely:— 
“(4) if, through inadvertence or otherwise a society is registered by a name which is identical with 
or, which in the opinion of the Registrar of Societies so nearly resembles the name by which any 
other existing  society  has been previously registered under this Act or any body corporate which has 
been incorporated or registered under any other law for the time being in force or any body 
constituted by the Government  or any local authority the  Registrar  of Societies may after hearing 
the party concerned  direct the society to change  the name and the society shall change  its name 
within a period of  three months from the date of issue of the direction in accordance with the 
provisions of this Act, or such longer period as the Registrar of Societies may think fit to allow.”. 
[Vide the Orissa Act 6 of 2013, s. 3] 
Insertion of a new section.—In the principal Act, after section 12-C, the following section shall  be 
inserted, namely:— 
12-D. Registrar’s power to cancel registration in certain circumstance.—(1) Notwithstanding  
anything  contained in this Act, the Registrar may, be order in writing  , cancel the registration of any 
society on any of the following grounds, namely:— 
(a) the registration of the society, or  its name or change of name is contrary to the provisions of 
this Act or of any other law for the  time being in force; or 
(b) its activities or, opposed activities have been, or are subversive  of the objects of the society or 
proposed to public policy; or  
(c) the registration certificate has been obtained by misrepresentation  of fact or fraud; or 
(d) the society fails to comply the direction issued under sub-section (4) of section 12-A: 
Provided that no order of cancellation of registration of any society shall be passed until the society 
has been given a reasonable opportunity of altering its name or objects or of showing cause against the 
action proposed to be taken in regard to it.”. 
[Vide the Act Orissa Act 6 of 2013, s. 4] 
Union territory of Ladakh 
Section 12.— 
(i) after ""any other society"", insert ""or whenever the governing body of any such society decides 
to change the name of the society""; and 
(ii) after the words ""after the formal meeting"" insert-- 
""Provided that no proposition for amalgamation shall be carried into effect unless it has been 
considered, agreed to and confirmed by all concerned societies in the manner prescribed in this 
section.”. 
 
 
15 
Insertion of new sections— 
After section 12, insert— 
""12A. Registration of change of name.-(1) Where a proposition for change of name has 
been agreed to and confirmed in the manner prescribed by section 12, a copy of the proposition 
so agreed to and confirmed shall be forwarded to the Registrar for registering the change of name 
and if the proposed change in the name is in his opinion undesirable for any of the reasons 
mentioned in section 3A, the Registrar shall refuse to register the change of name. 
(2) Save as provided in sub-section (1), the Registrar shall, if he is satisfied that the 
provisions of this Act in respect of change of name have been complied with, register the change 
of name and issue a certificate of registration altered to meet the circumstances of the case, and 
on the issue of such a certificate the change of name shall be complete. 
(3) The Registrar shall charge for any copy of a certificate issued under sub-section (2), a fee 
of rupee five hundred and all fees so paid shall be accounted for to the Administration of the 
Union territory of Ladakh. 
(4) If, through inadvertence or otherwise, a society is registered by a name which should not 
have been registered (due regard being had to the provisions of section 3A), the Registrar may, 
after hearing the party concerned direct the society to change the name; and the society shall 
change its name within a period of three months from the date of the direction in accordance with 
the provisions of this Act, or such longer period as the Registrar may think fit to allow.",h2,12C,SOC_REG,Auto-extracted: SOC_REG Section 12C,,,,
