sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
107,"I was working in a company i left job its been almost more than 2 months but till now settlement has not done when i  asked thy r saying it will be done by batch wise  in this case what should i do and pf is also not updated from their end( Bangalore, Karnataka )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → EPF_AT → labour_court → leave,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )",At first serve a notice to the company for final settlement and if the matter is not solve then file a  complaint to the Labour Commissioner .And without detail discussion and document review proper consult is not possible,"The primary legal issue is the non-settlement of dues and non-updation of Provident Fund (PF) contributions. Under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952, employers are obligated to update and deposit PF contributions in a timely manner. Failure to do so can be challenged.

You can file a complaint with the Employees' Provident Fund Organization (EPFO) regarding the PF issue. Additionally, approach the Labour Commissioner’s office to address the delay in the settlement of dues. These steps can prompt the employer to expedite the settlement process and ensure compliance with PF regulations.",20.0758,3.9274,17.6252,19.1222,83.942
108,"I  left my job at 2nd September 2023 I didnât serve any notice period but now my company is asking me to pay fnf money 13000 what should I do in this case. Also I have not spent 6months in this company and I didnât get any confirmation that I am confirmed employee of this organisation 
I didnât signed any copy of bond or any confirmation mail against my offer letter can company take legal action against me ?( Raipur, Chhattisgarh )",MEPS_26 → MEPS_40 → PGA_7 → EPF_7D,MEPS_26 → MEPS_40 → PGA_7 → EPF_7D → labour_court → PROC_GRATUITY_CLAIM → Payment of Gratuity Act 1972 → notice_period,"I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","Dear Client,In the absence of a specific stipulation in the offer letter or contract of employment, an employer cannot demand back the F & F Settlement dues for non-performance of of notice period by an employee who tender his resignation from the service. So, go through the terms and conditions of your offer letter carefully and if that letter bears no specific stipulation, then you need to serve a legal notice to your employer and file an application under Sec.33C(2) of the Industrial Dispute Act, 1947 before the concerned Labour Court claiming your dues receivable on cessation of employment from the employer.","The most important legal point is that if you did not sign any employment contract or bond specifying a notice period, the company may have limited grounds to demand payment for not serving a notice period. Under the Indian Contract Act, 1872, an agreement not signed or acknowledged by both parties may not be enforceable. However, if your offer letter or any company policy you acknowledged includes a notice period clause, the company might argue for compensation under that agreement.

You can request the company to provide documentation that outlines their claim, specifically any signed agreement or policy you acknowledged regarding notice periods. If they cannot provide such documentation, you may contest their demand. If the company persists, consider consulting the Labour Commissioner in your area for further assistance.",20.0758,3.9274,17.6252,19.1222,83.942
109,"I would like to take legal action against my Boss for the mental harassment and torture I faced during my employment with my Organization. Please let me know the appropriate steps I need to take to register a case against my former boss. I am willing to cooperate with the necessary authorities to ensure that justice is served.( Chhatarpur, Madhya Pradesh )",GST_154 → HAMA_8 → HAMA_7 → MHA_31,GST_154 → HAMA_8 → HAMA_7 → MHA_31 → MHA → HAMA → GST → GST_76,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in indian software MNC from october 2008 till date from 2008-2018 I was medically fit from 2018 I suffering from asthma, hip joint bone AVN disorder but this is not affecting my office work at all my office work performance is good so currently I am asking for work from home so can my employer terminate me for medical health( Pune, Maharashtra )","If you wish to take legal action against your former boss for mental harassment and torture, here are some general steps you can take:Document everything: Write down all incidents of mental harassment and torture you faced while working with your former boss. Be specific about the date, time, location, and the details of the incident.Talk to HR: If your organization has an HR department, you can report the harassment to them. Provide them with all the necessary information and documents to support your claim. If your organization doesn't have an HR department, or if you don't feel comfortable reporting to them, you can skip this step.Consult with a lawyer: Consult with a lawyer who specializes in labor and employment law to understand your legal rights and options. The lawyer can help you assess the strength of your case and provide guidance on the legal process.File a complaint with the appropriate authorities: You can file a complaint with the appropriate authorities, such as the Equal Employment Opportunity Commission (EEOC) or the state labor department. They will investigate your claim and determine if your employer violated any labor laws.Pursue legal action: If the investigation confirms that your employer violated any labor laws, you can pursue legal action against your employer. This may involve filing a lawsuit or pursuing arbitration.thank you","Mental harassment at the workplace can be addressed under the Indian Penal Code, particularly under sections related to criminal intimidation (Section 503) or intentional insult with intent to provoke breach of peace (Section 504). To initiate legal action, file a detailed police complaint at the nearest police station, providing evidence such as emails, messages, or witness testimonies that demonstrate the harassment. Additionally, consider filing a complaint with the local labor commissioner or relevant workplace harassment authority in Madhya Pradesh. Legal recourse may also involve consulting with a lawyer to explore filing a civil suit for damages caused by the harassment.",20.0758,3.9274,17.6252,19.1222,83.942
110,"In my previous employment with Max Life Insurance Co. Ltd. gratuity amount that is 4.81% of my Basic deducted from my CTC. Since I have left the company in 3 years and 6 months so definitely I am not eligible for gratuity but they are dening to pay my deducted amount too. So please guide am I eligible for my deducted amount without any interest or not, because in my previous to previous employment I had received it.( Dhanbad, Jharkhand )",PGA_4 → PGA_7 → CCS_ME_3 → MEPS_17,PGA_4 → PGA_7 → CCS_ME_3 → MEPS_17 → MEPS → PROC_GRATUITY_CLAIM → Payment of Gratuity Act 1972 → labour_court,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","Dear Client,According to the Gratuity Act 1972, an employee is eligible to receive a gratuity amount after completing five years of continuous service at one organisation. The gratuity amount is paid to the employees once they retire, resign, or are laid off. Hence you are not eligible for gratuity.Thank you so much, I hope this answer helped you.","Under the Payment of Gratuity Act, 1972, gratuity is payable only if an employee completes five years of continuous service. Since you have worked for only 3 years and 6 months, you are not eligible for gratuity. However, if the amount was deducted from your CTC as part of your salary structure, it should not be withheld by the employer as it was part of your earned wages. You can send a formal legal notice to Max Life Insurance Co. Ltd. demanding the return of the deducted amount. If they fail to comply, consider filing a complaint with the Labour Commissioner or approaching the labour court for redress.",20.0758,3.9274,17.6252,19.1222,83.942
111,"Dear sir, I had left my previous company on August 2021 its been 3 years, after that i join 2 more company but they dont have PF service even my current company team size is less then 10 member so they also dont have PF facility, Due to urgent cash need i thought to close my PF account and withdraw the amount from EPF, when I had check my EPF accounts some random company had open my EPF,  I had no idea about this company how they had got my documents and how they have open my EPF accounts the joining date is showing 01/01/2023 and they have not marked the exit date, now i dont know what to do( Mumbai City, Maharashtra )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → EPF_AT → labour_court → leave,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Dear Client,An FIR for cybercrimes is warranted when they are serious and cause significant problems. Filing an FIR in case of Hacking, online fraud, identity theft or if your personal or sensitive information gets exposed or stolen, helps the police to investigate and take action against the cybercriminals. So, filing an FIR for cybercrime depends on the seriousness of the situation. Cyber Crime Reporting Portalâ. is designed to make reporting cybercrimes easier and an acknowledgment number of the complaint can be used to track the progress of the complaint by logging on to the portal and clicking on the âcheck statusâ option. But using this portal doesnât replace filing an FIR for the cases having serious implications. To resolve the issue of dual employment/overlapping in the P F records created by multiple employers/companies hacking your identity and KYC documents, you can approach the office of the Regional P F Commissioner who is the competent authority to resolve any anomaly/discrepancy arising out of date of appointment and date of exit of an employee in EPF records. An individual member of EPF can file a complaint using the EPF i-Grievance Management System (www. https://epfigms.gov.in/). or filing a complaint offline in the office of the Regional PF Commissioner concerned. If the complaint is not resolved before the authority, you can approach the Employeesâ Provident Funds Appellate Tribunal (EPFAT) which was constituted under the provisions of the Section 7 D of the EPF and M P Act 1952, Now, as per the Finance Act 2017, the Employees' Provident Fund Appellate Tribunal has been merged with Central Government Industrial Tribunal w.e.f. 26.05.2017. So, if no relief yields from the office of the Regl. PF Commissioner, you may approach the Central Government Industrial Tribunal for appropriate relief. Further, Project VIGEYE (Vigilance Eye) is a citizen-centric initiative, wherein citizens join hands with the Central Vigilance Commission in fighting corruption. Users can lodge their grievances and complaints online.","The primary legal issue is the fraudulent use of your identity to open an EPF account without your consent, which may constitute identity theft and fraud under Indian Penal Code Sections 463 and 468. You cannot legally withdraw funds from an EPF account opened without your knowledge and consent. Immediately file a complaint with the Employees' Provident Fund Organization (EPFO) through their grievance portal, detailing the unauthorized account and requesting an investigation. Additionally, lodge a police complaint about identity theft to initiate legal proceedings against the unknown party.",20.0758,3.9274,17.6252,19.1222,83.942
112,"I work in a private company and due to the current pandemic situation I have been doing work from home. 
My working hour is 8 hours a day but recently my employer is demanding me to work 2 more extra hours daily. They want me to work for 10 hours a day from now on.
So, my question is:
Can I be forced to work overtime? or Do we have a choice to deny their demand?  I'm also afraid that if I deny their demand, I might lose my job.( Kolkata, West Bengal )",MWA_14 → FA_59 → MTW_26 → MTW_40,MWA_14 → FA_59 → MTW_26 → MTW_40 → overtime → Factories Act 1948 → leave → MTW,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","Dear Sir,It is not your individual problem but a problem being faced by majority of your people. After MNCs entered into to India the young people lost their voice, no labor unions, no voice raising, over night terminations, no labor law apply. Any way read about your rights and remedies in the following link. Please give me Rank 5 if you feel my answers also helped you. You may approach the Labor commissioner as follows.=======================================================Employment Lawsfor Multinational Companies in Indiahttps://singhania.in/wp-content/uploads/2019/08/Employment-Law-Primer-For-Multinational-Companies-In-India-2019.pdfSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.-(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliation officer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","Under the Factories Act, 1948, an employee cannot be forced to work more than 48 hours in a week, and any work beyond this is considered overtime, which must be compensated at twice the normal wage rate. If your employer is demanding you work 10 hours daily, this equates to 60 hours a week, exceeding the statutory limit. You have the right to refuse this demand without fear of retaliation, as forcing you to work beyond legal hours without proper compensation is unlawful.

Next steps include documenting all communications regarding the demand for overtime and approaching the Labour Commissioner’s office to file a complaint if your employer insists on this illegal practice. Additionally, consider discussing the situation with your employer to negotiate reasonable working hours or proper overtime compensation.",20.0758,3.9274,17.6252,19.1222,83.942
113,"My employers are forcing me to make documents from back dates when I was not even appointed. I did resign, but they are not signing my no dues form, if they don't I won't be able to join other institution. Can they do so?( Gurgaon, Haryana )",ISM_35 → DPDP_40 → IDRA_30 → BOCW_14,ISM_35 → DPDP_40 → IDRA_30 → BOCW_14 → BOCW → DPDP → IDRA → ISM,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )",Dear clientIt appears from the attitude and activities of your employer that they are engaged in unfair labour practice.Reach out to the office of concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint against employer or visit the office of Chief Inspector Shops and Establishment if your employer comes under the purview of them for redressal of your grievance.Hope the steps may work.,"Employers cannot legally compel employees to falsify documents, as this constitutes fraud and is a violation of the Indian Penal Code, 1860, specifically Sections 463 and 464 which deal with forgery. Refusing to sign a ""no dues"" form to coerce you into illegal activities is an abuse of power and can be challenged legally. You can file a complaint with the Labour Commissioner in Gurgaon under the Industrial Disputes Act, 1947, to resolve the issue of your pending dues and clearance. Additionally, consider sending a legal notice demanding the immediate signing of your ""no dues"" form and highlighting the coercive tactics being used.",20.0758,3.9274,17.6252,19.1222,83.942
114,"It has been approximately 10 months since I have left an organisation. However, despite numerous mails the company is yet to pay me my salary for my last working month, and provide me with a 'Full and Final Settlement' document. They are absolutely unresponsive. What should I do?( Kolkata, West Bengal )",IDA_17B → EPF_12 → ESI_72 → ISM_12,IDA_17B → EPF_12 → ESI_72 → ISM_12 → wages → Industrial Disputes Act 1947 → Employees State Insurance Act 1948 → ISM,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I was sick with covid in the month of April. So I didnt work for April, May and June, but marked the attendance on the company portal. I recieved salary for all these months with salary slips. Now they mailed me not to mark attendance for july and saying they will adjust april, may and june salary when I start working again. Can they do that? Should I mark july's attendance? Can they take any legal action against me? I have marked the attendance on the portal, is anything wrong in that?( New Delhi, Delhi )","I am non-teaching employee in one of the prestigious central university. My appointment was on for one year probation ( which may further be extended for one more year ) . Till date neither they given me letter of confirmation nor letter of extension of probation. Also , they have not given me any grade promotion. I have written few letters to administration also , but they haven't replied me . What to do next ??( Varanasi, Uttar Pradesh )","Dear Client,You need to issue alegal notice instead of pending any more mails to company by yourself. You have already enough evidence of reminder to the company.This may be one of the way to process for talking a legal action against that company.Thsnks","The non-payment of salary and failure to provide a 'Full and Final Settlement' document constitutes a breach of contract under the Payment of Wages Act, 1936. Legally, an employer is obligated to pay wages within a stipulated time frame after the employment ends. The user can file a complaint with the Labour Commissioner in Kolkata, who can initiate proceedings against the employer for recovery of dues. Additionally, the user may consider sending a legal notice to the company demanding payment and settlement. If these steps do not yield results, pursuing a civil suit for recovery of dues in the appropriate court may be necessary.",20.0758,3.9274,17.6252,19.1222,83.942
115,"Sir/Madam, 
I have completed 5 years in the company however there was no PF deduction. I have even requested for gratuity during my notice period but after 15 days got the answer that I am not liable for the same as the company did not deduct PF. Should I send them legal notice? Am I eligible for gratuity or not, please guide me.( Kolkata, West Bengal )",MEPS_26 → MEPS_40 → PGA_4 → PGA_7,MEPS_26 → MEPS_40 → PGA_4 → PGA_7 → PROC_GRATUITY_CLAIM → Payment of Gratuity Act 1972 → labour_court → leave,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I lost my Job in the year 2017 due to a false sexual harassment matter. I didnt fight in court of law. I worked  in few places who didnt insist for character certificate from police. Now new employer insists on character certificate. What should i do? Will persuation to police department help? My online application was rejected and i m not aware why it was rejected though.( Mumbai suburban, Maharashtra )","I am working in a company but it is not adding any value to my personal development & career development. I am in the end of probation period. Can my company take action against me if I resign from the job or will have to face consequences. I want to know how they will handle me.( Bangalore, Karnataka )","Dear Client,If a company employs 20 or more individuals, it falls under the EPF & MP Act, 1952, providing benefits to its employees. Employees earning up to â¹15,000 must have an EPF account, while those earning more require approval. Failure to register under EPF can lead to legal consequences. The Payment of Gratuity Act, 1972 mandates gratuity payment for employees with five years of continuous service. Form 'I' must be submitted to the employer within 30 days of gratuity becoming due. The employer must pay gratuity within 30 days of employment cessation, along with accrued interest for delays. Non-payment can be reported to the Labour Commissioner for action.","Under the Payment of Gratuity Act, 1972, an employee is eligible for gratuity if they have completed five years of continuous service, regardless of whether PF deductions were made. The lack of PF deductions does not affect your eligibility for gratuity. Legally, you can send a legal notice to the company demanding payment of gratuity. If the company fails to comply, file a claim with the Labour Commissioner or approach the labour court for redressal.",20.0758,3.9274,17.6252,19.1222,83.942
116,"Sir/Madam, I resigned from a public sector bank as a confirmed employee of the Bank without giving/serving 3 months notice period. Bank asked me to deposit the gross salary for 3 months. But there was no provision for this in the appointment letter and also no mention was there in service rules of the Bank. The rule was related to the employees currently under probation. They had to deposit 1 month salary in case they are not able to give notice period. Pls help whether Bank is justified in asking for 3 month salary to be deposited with Bank.( Lucknow, Uttar Pradesh )",MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2,MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2 → RPSR → notice_period → probation → leave,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","Dear Sir,Bank is not justified but to save your skin you have to pay it other wise you may get negative. Take wise decision.","The bank's demand for a three-month salary deposit is not justified if there is no provision for such a requirement in the appointment letter or the service rules applicable to confirmed employees. According to contract law principles, the terms of employment are governed by the contract (appointment letter) and any applicable service rules. Since the rule mentioned applies only to probationary employees, the bank cannot unilaterally impose a different condition on confirmed employees without prior agreement.

The user can legally refuse to pay the three-month salary if it is not stipulated in their employment contract or service rules. The user should formally communicate with the bank, referencing the absence of such a provision in their employment terms. If the bank persists, consider filing a complaint with the appropriate labor tribunal or court for resolution.",20.0758,3.9274,17.6252,19.1222,83.942
117,"can we hold any of company's office belongings if they are holding the salary for invalid reasons. Will it impose any legal issues on me since i have asked to clear my outstanding before the return office belongings. Your advice is required( Surat, Gujarat )",IDA_12 → IRC_41 → IRC_42 → IRC_43,IDA_12 → IRC_41 → IRC_42 → IRC_43 → dispute_resolution → Industrial Disputes Act 1947 → IRC → Q_953,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in a company but it is not adding any value to my personal development & career development. I am in the end of probation period. Can my company take action against me if I resign from the job or will have to face consequences. I want to know how they will handle me.( Bangalore, Karnataka )","Dear Sir,If the said properties are with you then it is ok. Now you cannot take any such items to your home otherwise they may file theft case against you. You may use section 12 of ID Act. Approach Labor Commissioner.    Please give me Rank 5 if you feel my answer helped you.Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.-(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliation officer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","Holding company property as leverage for unpaid salary is not legally permissible and could result in criminal charges for theft or conversion under the Indian Penal Code. The proper legal recourse is to send a formal demand for your unpaid salary, citing the Payment of Wages Act, 1936, which mandates timely payment of wages. If the issue remains unresolved, file a complaint with the Labour Commissioner or initiate legal proceedings for recovery of dues. Return any company property to avoid legal complications and focus on pursuing lawful avenues for salary recovery.",20.0758,3.9274,17.6252,19.1222,83.942
