question,answer
"a persion working morthan 5 yeras but he died on duty but contractor not paid ESI installments by one yera is it he eligile for compensation( Davanagere, Karnataka )","Dear Client,Under the ESIC Act, on the death of an insured person due to employment injury, 90% of the average daily wages is shared between the allottees in a fixed proportion. This benefit is given to the widow for life or until her re-marriage, and to dependant children till the age of 25 years and to dependant parents etc. subject to conditions. Aggrieved dependent or legal heirs can apply before the EmployeesÂ Insurance Court within a period of three years from the date on which the cause of action arose under sub-section (1A) of Section 77 of the Employees' State Insurance Act, 1948. For the purpose of this sub-section1A of section 77, the cause of action in respect of a claim for benefit shall not be deemed to arise unless the insured person or in the case of dependantsÂ benefit, the dependants of the insured person claims or claim that benefit in accordance with the regulations made in that behalf within a period twelve months after the claim became due or within such further period as the EmployeesÂ InÂ­surance Court may allow on grounds which appear to it to be reasonable; Every such application shall be in such form and shall conÂ­tain such particulars and shall be accompanied by such fee, if any, as may be prescribed by rules made by the State Government in consultation with the Corporation. Reach out to the concerned office of the Regional ESI Commissioner for more information and necessary steps. You can also file your grievance online through the official Website of the ESIC."
"I hv done b.ed while doing a govt job. Now can i join a new state govt job where b.ed is must while hiding my previous state govt service. Will my new govt employer find out that i have done b.ed while i was in another govt job? Will it affect my new govt job? I will join the new department through proper resignation.( South 24 Parganas, West Bengal )","Dear Client,Can you please clarify how you pursued a regular B.Ed Course while working in a full-time job in the government department which is legally impermissible? Did you avail of any study leave from your current employer to pursue the course? Your answer to these queries would respond to your queries/worries about its effects on the new government job once the facts come to the notice of both your current and prospective employers. Be informed that a background verification(BGV) check is a process many organizations carry out in order to verify the information provided by the candidate during hiring. Verification of EPFO records through UAN is a critical process for conducting employee background checks because it allows employers to confirm that their employees are not using false or stolen identities to gain employment. In case of a negative background verification check an employer can even reject the candidature or terminate the employment of the candidate."
"if I don't give money to my contract company after working 5 months they terminating me giving wrong excuse( South West Delhi, Delhi )","Dear Sir,In usual course it is happening. You cannot force any private person/contractor or contract company to continue your service."
"Hi, I interned at this organization for 39 days. There was a verbal agreement of â¹400 per day for the payment of work. Initially I was told I had to come for two days at the office and for the rest I can work from home. Then within 15 days my team leader stated I had to come to office everyday. I told her I cannot manage that with college since she's a student as well she said she'll take care of it. I took leaves within the work period as well. I have worked for a period of 27 days in total. I have the number of days I have worked from office and at home as well. They are neither paying off my reimbursements and have only paid me an amount of â¹6000. Since they had no fixed time schedule I would check in at office at my own will. My team leader never raised an issue but now she's saying that they have overcompensated me. I also have around â¹1000 pending in reimbursements. Please let me know what can I do. 
There is no official letter of appointment but I have other interns and their stipends listed as well. Plus I have photos and videos and chats for proof. This is a big media house and my team leader is not picking up my calls. I need help desperately because I feel  exploited. Please let me know what legal action can I take.( West Delhi, Delhi )","Dear Client,An employee or a trainee/intern of an establishment is governed by the terms of his/her appointment letter and in the absence of the same, you are not in a position to exercise your rights. Internships are often unpaid and may not lead to a full-time job. Internships remain an unregulated sector and as a result, in most cases, interns are deprived of minimum wages or modes of legal redressal that otherwise apply to permanent employees. So considering the status of interns, in the absence of an appointment/offer letter, your claim for payment of dues from the company may not be upheld on the ground of breach of contract even through litigation. However, serving a legal notice to the company, you can try once by approaching the concerned Labor Commissioner or the Inspector, Shops and Establishments to resolve the grievance."
"I have worked in an organziation for 4 years have been a top perfomrer, have reisgned in august notice period was 90 days..have served all 90 dsys submitted assets on last day mentioned today is my lwd based on ur request to serve 90 days they didnt release me till date and now they are saying i was doing dual employment..i joined another firm after 90 days on contractual basis coz i have to take care of my family..and its decemebr they havnt yet given me relieving ketter and are stating that we will give u termination( Gurgaon, Haryana )","Dear Client.Regardless of reasons, on cessation of employment in compliance with the terms of employment(serving the notice period), an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned State Labour Commissioner or the Chief Inspector, Shops and Establishment, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance and additionally, you can file an application under Section 33C(2) of the I D Act before the Labour Court concerned claiming your F & F Settlement dues receivable to you post-resignation from the employer/Company along with interest. If required, hire an Advocate experienced in service matters to navigate the issue in the right way. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking desired relief in the matter. Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment to facilitate the filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/management can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. Be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947. If required, hire an Advocate experienced in service matters to navigate the issue in the right way."
"I was hired in a company under contract of employment for 3 months as At -will employment my contract for employment of 3 months will end do I need to serve notice period even after completion of contract period , and not signed on any extension of contract period or employment confirmation of agreement.

What if I have received an email from the company for employment confirmation letter even before contract ends and not signed on that as well and I will to discontinue employment after 3 months contact 
 
Do I face any trouble as per below terms

19. Termination of Employment

Termination Provisions will be as provided in the employment agreement. The company reserves the right to terminate employment with immediate effect based on disciplinary and legal grounds without giving any notice to the employee. However, for the sake of clarity, your employment with the Company is 'At Will employment and you will be required to provide a minimum of Two (2) months' notice period (both for confirmed employees and for employees under probation).

Notice period must be served fully, and no leaves will be entertained/adjusted against your notice period. If taken any leaves, due to emergency/unavoidable circumstances, there will be an extension in the Notice Period.

The company holds the right to withhold the full and final settlement as well as the relieving documents if the notice policy is not adhered to.

20.1: Loss of Notice Period

In case of your discontinuation from employment without providing/serving the stipulated period of notice, you agree the fact that you shall compensate the amount equivalent to your two months of your gross salary for confirmed employees and for employees under probation as a penalty towards absconding/loss of business revenue. Upon your failure to adhere, the Company reserves the right to proceedas per law( Bangalore, Karnataka )","Dear Client,Your contract specifies a 3-month term.Unless you have signed an extension or explicitly agreed to the continuation of employment, the contract ends at the 3-month mark.Receiving an employment confirmation letter via email does not bind you unless you have explicitly agreed or signed it.Your actions (e.g., continuing work post the contract period) might, however, imply acceptance, so avoid ambiguity by formally communicating your decision to discontinue.The clause mentions a 2-month notice period applicable to probationary and confirmed employees.If your contract ends naturally after 3 months and you choose not to continue, you should not need to serve any notice unless there is a provision that requires it post-contract expiration.Actions to be taken:Carefully check for any clauses that mention automatic renewal or implied continuity of employment after the 3-month term.Ensure no language binds you to serve a notice period if you are discontinuing after the natural end of the contract.Before the Contract ends, send an official resignation or discontinuation letter/email stating The 3-month contract is coming to an end and You will not be extending or continuing employment beyond the agreed term.Confirm with HR that the notice period clause does not apply to your situation since your contract is ending naturally and there is no extension.Maintain all documentation, including your initial contract, the unsigned confirmation letter, and your resignation email/letter.If the company raises a dispute, these documents will support your case.If the company withholds your dues or relieving letter, file a formal complaint with the Labour Department of Karnataka.Regards"
"My employer didn't clear my FNF its been more than 52 days I keep doing follwups but didn't get any response from them what should I do( Mumbai City, Maharashtra )","Dear Client,I'm sorry to hear about the challenges you're facing with your previous employer regarding your full and final (F&F) settlement. there are several ways to address your issue.Begin by sending a formal letter or email to your employer's HR department, clearly stating your pending dues and requesting immediate settlement. Ensure you keep copies of all correspondence for your records.If your initial request doesn't elicit a response, consider sending a legal notice to your employer, demanding the release of your pending dues. This step often prompts employers to act to avoid legal complications.File a Complaint with the Labour Commissioner, In Maharashtra, you can approach the Labour Commissioner's office to file a complaint against your employer for non-payment of dues. They can mediate between you and your employer to resolve the issue.If mediation doesn't yield results, you can file a case in the Labour Court under the Industrial Disputes Act, 1947, seeking recovery of your dues.Regards"
"Hi Sir,
In the month of June 30, 2023, I was told by an IT company, that my contract service will be expired on July 20, 2024 and I would be released from employment as there won't be any further service renewals, which were happening since 2+ years right from 2020 August (may be).

I was also told during the July month, that I need to surrender the Laptop and any other asset once the last date is completed at the earliest; however, I was mentioned that the Full &amp; Final settlement would be completed with-in 45 days my last-working-day (LWD).
During the 45 days of timeframe after my LWD, I have surrendered the Laptop and any other asset successfully, and got the same acknowledged.

The 45 days wait time got completed after LWD and after waiting for 60 days, I have initiated requesting the F&amp;F to be executed at the earliest, since the company had almost 80 days from the date of intimation about my LWD and wait period for F&amp;F.

After keeping me waited for 60+ days post LWD, I was asked to submit couple of documents towards taxation; to which, I replied asking them to deduct the taxes same way as last 2-years, considering no proof being submitted. Since, I am submitting the proofs during financial-year end or during Returns. however, there was almost another 5-6 months of time for closure of Financial year.

After keeping me waited for couple of more days (i.e. 100 days post LWD), they tried to reach me over phone for some discussion, which I have asked to communicate through emails, that they were little hesitant off, to avoid any written proofs from their end, to my knowledge.

As I was Job-less for 2 months and earlier salary being hold, I was running very short of finance for 90 days + another 1 month after attaining a new job.

As I got fed-up to follow-up, request, plead and what not, I have told to the IT company that, if they releases my pending salary after deductions, with in a week would be considered AS-IS for F&amp;F, and if not, there would be a penalty attracted for every month being delayed. By sending an email, I left it for their choice, how they want to settle, since they were mentioning that I am disturbing their business.

After waiting for an year (until July, 2024), As I was in need of Form-16 which is not sent/shared with me; towards filing IT-returns, I requested for Form-16, and also reminded them about my salary and the penalties around it to be settled, through an email. The email contains my employer, Client and the client's client with whom I have worked for in the last 3 years; earlier my client responded that the salary has been credited to my employer before my LWD with them and there is nothing pending from their end. While they haven't done F&amp;F besides purposefully holding my salary, I have extended my email with my client's client, who had replied asking the possible problem, that triggered the transfer of only my salary and no penalties, neither other documents provided till date - 24-12-2025.

Hence, I would like to proceed with legal proceedings, to get the penalty amount along with my other documents (Release letter, Experience letter, Service &amp; settlement letter, etc) as part of F&amp;F.

In between, last year in September, 2024, this particular employer tried to force me with the help of current employer, to get my F&amp;F obtained and submitted to complete the Background verification towards employment; to which, I requested to consider the Exit letter for the same, which is the only document I have, approved by client and client's client and not by Employer.


I would like to request your help and suggestion to get my F&amp;F cleared along with the Settlement including the applicable penalties. 

Thank you in advance.( Kadapa, Andhra Pradesh )","Dear Client.Regardless of reasons, on cessation of employment, an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner to file a complaint against the company over alleged unfair labour practice for redressal of your grievance and additionally, you can file an application under Section 33C(2) of the I D Act before the Labour Court concerned claiming your F & F Settlement dues receivable to you post-resignation from the employer/Company along with interest. If required, hire the service of an Advocate experienced in service matters to navigate the issue in the right way. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking desired relief in the matter. Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment to facilitate the filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/management can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. Be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947. If required, hire an Advocate experienced in service matters to navigate the issue in the right way."
"My father was selected in employment department by APPSC. Recently in 2018, he was transferred to treasury department in result of a case that was running from 2005. After he got transferred to treasury department he was offered his salary that was same as his previous post in employment department. Recently a few days back he was issued a GO stating that he was not eligible for FR22 (a) (iv) and that his pay scale was to be rearranged. This will result in my dad's salary reduction by Rs.30,000. 
Is this a valid consequence. If not, how can we address this?( Mahbubnagar, Telangana )","Dear Client,As per Office Memo No.DOPT-1669266628362 dated 24 November 2022, issued by the Department of Personnel and Training, Government of India, and the Ministry of Finance OM No. 3379-E.III (B)/65 dated the 17th June, 1965, read with proviso to FR 22-B, in cases of appointment of a Government servant to another post in Government on acceptance of technical resignation in the existing post acquiring a lien on a post will cease to hold any lien previously acquired on any other post. A permanent Government servant appointed in another Central Government Department/Office/ State Government has to resign from his parent department unless he reverts to that department within a period of 2 years, or 3 years. An undertaking to abide by this condition may be taken from him at the time of forwarding his application to other departments/offices. The benefit of past service is allowed in such cases subject to the fulfillment of the following conditions: (i) the Government servant should intimate the details of such application immediately on their joining; (ii) the Government servant at the time of resignation should specifically make a request, indicating that he is resigning to take up another appointment under the Government for which he applied before joining the Government service; (iii) the authority accepting the resignation should satisfy itself that had the employee been in service on the date of application for the post mentioned by the employee, his application would have been forwarded through proper channel. In your father's case if these qualifying criteria are met and despite his entitlement, if the reduction of wages is caused, then your father can make a grievance before the HOD and if that grievance yields no result, your father can approach the concerned bench of the Central Administrative Tribunal(CAT) by filing an application in Form - I under sub-rule 1 Rule 4 of the Central Administrative Tribunal (Procedure) Rules, 1987 seeking appropriate relief in the matter. However, before approaching the CAT, the merit of the claim may please be reviewed by an Advocate experienced in CAT/SAT matters."
"If an employee takes two days of sick leave after one month of employment, the company may terminate the employee without any prior notice.( Chennai, Tamil Nadu )","Dear Client,Termination or dismissal other than a disciplinary action for proven misconduct amounts to illegal termination/ retrenchment and is defined as an industrial dispute under Section 2A of the Industrial Dispute Act, 1947 which also violated the mandatory provision of Sec.25F and 25N of the I D Act that prescribed certain conditions to comply with by the employer before termination/retrenchment of a workman/employee from the employment. Any Termination of a workman is covered under the Industrial Disputes Act and it falls under âRetrenchmentâ. Even as per Clause 13(1) of the model Standing Order under Industrial Employment(Standing Orders) Act, 1946, for terminating the employment of a permanent workman, notice in writing shall be given either by the employer or the workman one month's notice in the case of monthly rated workmen and two weeks' notice in the case of other workmen; one month's or two week's pay, as the case may be, may be paid in lieu of notice. In that scenario, the terminated employee/workman serving a legal notice to the employer can raise an industrial dispute before the concerned Labour Commissioner for redressal of the complaint failing which he can approach directly the Industrial Tribunal/Labor Court concerned for adjudication provided he is not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act. Otherwise, in case he is holding the position of Manager/Administrative Officer in the Company, he has to file a civil suit before the Civil Court seeking appropriate relief in the matter. If you are an employee of the IT Company then be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947."
"I joined infosys as a lateral on successful interview selection. At the time of joining itself I told infosys that I suffer from bipolar disorder. In the month of June I suffered from memory loss and I was absent for about a month without notice. I joined the company again but HR had fun of me that I was absconding since I had no medical proofs. In the month of August end I got a leave intimation letter from HR for an undefinite leave asking for Fittness Certificate. In the month of September I went for a full checkup but my doctor denied to give me any fittness certificate. Now my employer was not allowing me to enter office so I resigned on 7th October. Now they did not reduce my notice period which is of 3 months and they are asking me money for my LOPs( Pune, Maharashtra )","Dear Sir,Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourKarmika Bhavan, Dairy Circle,Bannerghatta Road, Bangalore-29.080-29753078[emailÂ protected]Addresses of Labor Inspectors in Bengaluru in different locationshttps://karmikaspandana.karnataka.gov.in/page/Contact+Us/Labour+Inspector/enhttps://clc.gov.in/clc/regional-offices/bangalore#:~:text=1.&text=Shram%20Sadan%2C%203rd%20Main%2C%203rd,Yeswanthpur%2C%20Bangalore%2D560022..=======================================================================Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]*****"
"I joined the work in Judicial department as Junior assistant  through TNPSC group 4 exam in 2019. I was sent to the training program called bhavanisagar training in early February 2022. i completed the training  and  i given the request letter asked the tour allowance's but my senior staff's didn't take any action and till i was transferred another court in nov 2022, again i was promoted as assistant in march 2024. Now i passed the group 2A exam with permission and now i joined the duty as direct  assistant in Social walfare department. Until now i didn't receive that TA and i heard the employer didn't sign the office order to the paymeNT.should i file the complaint or Petition of Compensation case at high court of madras?( Villupuram, Tamil Nadu )","Dear Sir,You may get issue a legal notice then file a service case before state service tribunal or Madras High Court and get justice."
"I work as store keeper cum cashier helper in popchie a.k.a shashaX a.k.a shasha fashion private limited 
 It's a toy showroom in Connaught place it's past year experience happened with me.but I am asking it if it again repeat it in another job.
So my question is that I work in this showroom for 9 days and HR said they will pay for 10 days training . But when I left the job because some issues with them and I ask for salary for 9 days they refuse and said they teach me work so they don't have to pay me instead I need to pay the they said to me like that.
So I didn't ask later because my mom said leave it.
But I am asking if this kind of thing again happened so what will I do.
I left the job from there because when I showing demo to the customer so toy gun is already broken and owner said that you break it but you new so I ignore it.
Then next day owner lady said you mark the pen ink toy I said no , even they told me to fill the generator which is wet in rain so I afraid of electricity,like that some reason I left the job so I asked for 9 days pay but they refuse that's all happened.( Central Delhi, Delhi )","Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourKarmika Bhavan, Dairy Circle,Bannerghatta Road, Bangalore-29.080-29753078[emailÂ protected]Addresses of Labor Inspectors in Bengaluru in different locationshttps://karmikaspandana.karnataka.gov.in/page/Contact+Us/Labour+Inspector/enhttps://clc.gov.in/clc/regional-offices/bangalore#:~:text=1.&text=Shram%20Sadan%2C%203rd%20Main%2C%203rd,Yeswanthpur%2C%20Bangalore%2D560022..=======================================================================Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]*****"
"Sir, I am a army person and will retire after 2 years and I have 3 child, so can i will  be eligible for central govt job after retirement.( Jaipur, Rajasthan )","Dear Client,The Ex-Seerviceman (Re-employment in Central Civil Services and Posts) Rules, 1979 as modified by the Gazette Notification dated 2P Oct. 1986., defines an ex-serviceman as a person who has served in any rank whether as combatant or non-combatant in the Regular Army, Navy and Air force of the Indian Union. Ten percent of the vacancies in the posts of the level of Assistant Commandant in all para-military forces, ten percent of the vacancies in each of the categories of Group 'C' and of such posts in each Group 'C' service; and twenty percent of the vacancies in each of the categories of Group 'D' posts and of such posts in each Group 'D' service, including permanent vacancies filled initially temporarily and temporary vacancies which are likely to be made permanent or are likely to continue for three months and more, to be filled by direct recruitment in any year shall be reserved for being filled by ex-servicemen. There is no specific mention of 3 children of an ex-serviceman barring him from availing the reservation of central Govt jobs post-retirement. However, in a recent judgment, the Supreme Court upheld the decision of the Rajasthan Government to disqualify a candidate from applying to a police constable post for having more than two children. The Court held that Rule 24(4) of the Rajasthan Police Subordinate Service Rules, 1989, which provides that âno candidate shall be eligible for appointment to the service who has more than two children on or after 01.06.2002. Rule Disqualifying Candidate Having More Than 2 Children From Govt Job Doesn't Violate Constitution of India. So, considering the rulings of the Supreme Court, you should clarify the matter from the Department of Personnel and Training(DOPT), MINISTRY OF PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS, Government of India."
"I have did dual employment without knowing it will effect my career my PF is getting overlap now and no one is hiring. Have approached regional commissioner seeking help but no one is helping to resolve this issue please help( Hyderabad, Telangana )","Dear Client,Before joining another Company you are required to tender your resignation and to obtain a relieving letter from the earlier company serving the notice period as per the terms of employment that eventually caused the overlapping of service. The overlapping in service in respect of previous and present establishment and any anomaly or discrepancy in EPF records of any registered member may be a ground for future dispute. When your EPF record shows an anomaly in the joining and exit date in both the previous and present Company which is contradictory, then until and unless those anomalies are rectified by the concerned employers, PF records will show overlapping or dual employment. A joint declaration form is used to correct Provident Fund (PF) member details. It is a combined form that the employee and employer sign and submit to the regional PF commissioner to update the wrong information entered in the employeesâ PF accounts. An employee cannot update the service history. Only an employer can rectify the error in the employment record of the EPFO. So if an employee finds an error in the database, he should contact their present or previous employers and get it corrected. In the given situation, to resolve the issue of overlapping in the P F records of both employers, you need to approach the office of the Regional P F Commissioner who is the competent authority to resolve any anomaly arising out of the date of appointment and date of discharge in EPF records. An individual can file a complaint using the EPF i-Grievance Management System (www. https://epfigms.gov.in/). Once you succeed in wiping out the stigma of dual employment from your EPF records with the cooperation of your previous and present employer, your scope of employment with other companies will be restored with clean employment records. If the complaint is not resolved even on receipt of JDF, you can approach the Employeesâ Provident Funds Appellate Tribunal (EPFAT) which was constituted under the provisions of the Section 7 D of the EPF and M P Act 1952, Now, as per the Finance Act 2017, the Employees' Provident Fund Appellate Tribunal has been merged with Central Government Industrial Tribunal w.e.f. 26.05.2017. So, if no relief yields from the office of the PF Commissioner, you may approach the Central Government Industrial Tribunal for appropriate relief. In case of non-cooperation from both previous and current employers which amounted to unfair labour practice, you may bring the matter to the notice of the the concerned Labour Commissioner or Asst. Labour Commissioner/LEO/Chief Inspector(Shops and Establishment) for a resolution in the matter."
"EPF showing dual employment( Chennai, Tamil Nadu )","Dear Client,Before joining another Company you are required to tender your resignation and to obtain a relieving letter from the earlier company serving the notice period as per the terms of employment that eventually caused the overlapping of service. The overlapping in service in respect of previous and present establishment and any anomaly or discrepancy in EPF records of any registered member may be a ground for future dispute. When your EPF record shows an anomaly in the joining and exit date in both the previous and present Company which is contradictory, then until and unless those anomalies are rectified by the concerned employers, PF records will show overlapping or dual employment. A joint declaration form is used to correct Provident Fund (PF) member details. It is a combined form that the employee and employer sign and submit to the regional PF commissioner to update the wrong information entered in the employeesâ PF accounts. An employee cannot update the service history. Only an employer can rectify the error in the employment record of the EPFO. So if an employee finds an error in the database, he should contact their present or previous employers and get it corrected. In the given situation, to resolve the issue of overlapping in the P F records of both employers, you need to approach the office of the Regional P F Commissioner who is the competent authority to resolve any anomaly arising out of the date of appointment and date of exit/discharge in EPF records. In case of non-cooperation from both previous and current employers which amounted to unfair labour practice, you may bring the matter to the notice of the the concerned Labour Commissioner or Asst. Labour Commissioner/LEO/Chief Inspector(Shops and Establishment) for a resolution in the matter. An individual can file a complaint using the EPF i-Grievance Management System (www. https://epfigms.gov.in/). Once you succeed in wiping out the stigma of dual employment from your EPF records with the cooperation of your previous and present employer, your scope of employment with other companies will be restored with clean employment records. If the complaint is not resolved even on receipt of JDF, you can approach the Employeesâ Provident Funds Appellate Tribunal (EPFAT) which was constituted under the provisions of the Section 7 D of the EPF and M P Act 1952, Now, as per the Finance Act 2017, the Employees' Provident Fund Appellate Tribunal has been merged with Central Government Industrial Tribunal w.e.f. 26.05.2017. So, if no relief yields from the office of the PF Commissioner, you may approach the Central Government Industrial Tribunal for appropriate relief."
"I joined Infosys in the month of January 2024 on 22nd. At the time of joining itself I told infosys that I suffer from bipolar disorder. I got a project but it was in pipeline. I continued in this project for about 3 months but the project not come to Infosys. In the meantime, I completed the certification of mulesoft.
In the month of June, I suffered from memory loss and my bike was lost for some time. Also, there were login issues on the laptop. So, I was on leave for about 1 month from 5th June to 5th July. I got calls from my team member and I told them that I am facing issue, and he said âI have understoodâ so I thought that I have communicated. But actual people to be informed were HR people to whom I had not informed.
I joined the company again but since I had not gone to doctor, I couldnât submit any medical reports. HR had made fun of me that I was absconding. I came back but nobody was now giving any project to me.
In the month of August end I got the letter from HR for indefinite leave asking for Fittness Certificate. In the month of September I went for checkup but my doctor denied to give any fitness certificate to me. I tried to join the office but they were not allowing me to join so I resigned on 7th October. Now they have not reduced my notice period and neither they are allowing me to put the attendance in the notice period and they are asking me money for all the leaves( Pune, Maharashtra )","Dear Client,An employee of an establishment is governed by the terms of his appointment letter. So,  you need to concentrate your attention on the terms and conditions accepting which you joined a company like Infosys which is an equal opportunity company in I T Sector. Any breach of said terms and conditions may put you face legal consequences including disciplinary action. Once you stated the reason behind your absence for adverse health conditions that triggered the HR of the Company to ask for a medical fitness certificate to allow you to resume your job. So, unless you produce a medical certificate, the company will not allow you to join. Meanwhile, you tendered your resignation without complying with the terms of your employment. So, on the whole, all your steps or actions in the matter went against you. Thus, in a complex situation, no legal remedy is feasible to resolve your plights even through litigation. However, you may once represent your grievance before the concerned Labour Commissioner or the Chief Inspection(Shops & Establishments) seeking their intervention into the matter for a resolution through the mediation process. Be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947. Further, the Hon'ble Bombay High Court in the case of Godrej and Boyce Manufacturing Company Ltd. v. Shivkranti Kamgar Sanghatana, 2024 SCC OnLine Bom 938, decided on 28-03-2024 ruled out that the nature of duties and functions is the determining factor in ascertaining âworkmanâ under S. 2(s) of Industrial Disputes Act, 1947,"
