source,target,attributes
SCST_A_18,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_18A,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_19,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_19,probation,{'type': 'DEFINES'}
SCST_A_20,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_21,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_22,SCST_A,{'type': 'BELONGS_TO'}
SCST_A_23,SCST_A,{'type': 'BELONGS_TO'}
ATA_19,Administrative Tribunals Act 1985,{'type': 'BELONGS_TO'}
ATA_19,govt_service,{'type': 'DEFINES'}
ATA_19,labour_court,{'type': 'DEFINES'}
ATA_19,PROC_GOVT_SERVICE_DISPUTE,{'type': 'LEADS_TO'}
CCS_ME_1,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_2,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_2,leave,{'type': 'DEFINES'}
CCS_ME_3,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_3,gratuity,{'type': 'DEFINES'}
CCS_ME_3,provident_fund,{'type': 'DEFINES'}
CCS_ME_4,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_5,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_5,provident_fund,{'type': 'DEFINES'}
CCS_ME_5,leave,{'type': 'DEFINES'}
CCS_ME_6,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_6,leave,{'type': 'DEFINES'}
CCS_ME_7,CCS_ME,{'type': 'BELONGS_TO'}
CCS_ME_7,leave,{'type': 'DEFINES'}
CCS_FS_1,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_2,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_3,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_4,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_5,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_5,strike,{'type': 'DEFINES'}
CCS_FS_5,leave,{'type': 'DEFINES'}
CCS_FS_7,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_8,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_9,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_10,CCS_FS,{'type': 'BELONGS_TO'}
CCS_FS_10,leave,{'type': 'DEFINES'}
PSI_1,PSI,{'type': 'BELONGS_TO'}
PSI_2,PSI,{'type': 'BELONGS_TO'}
PSI_3,PSI,{'type': 'BELONGS_TO'}
PSI_4,PSI,{'type': 'BELONGS_TO'}
PSI_5,PSI,{'type': 'BELONGS_TO'}
PSI_6,PSI,{'type': 'BELONGS_TO'}
PSI_7,PSI,{'type': 'BELONGS_TO'}
PSI_8,PSI,{'type': 'BELONGS_TO'}
PSI_9,PSI,{'type': 'BELONGS_TO'}
PSI_10,PSI,{'type': 'BELONGS_TO'}
PSI_11,PSI,{'type': 'BELONGS_TO'}
PSI_12,PSI,{'type': 'BELONGS_TO'}
PSI_13,PSI,{'type': 'BELONGS_TO'}
PSI_14,PSI,{'type': 'BELONGS_TO'}
PSI_15,PSI,{'type': 'BELONGS_TO'}
PSI_16,PSI,{'type': 'BELONGS_TO'}
PSI_17,PSI,{'type': 'BELONGS_TO'}
PSI_18,PSI,{'type': 'BELONGS_TO'}
PSI_19,PSI,{'type': 'BELONGS_TO'}
PSI_20,PSI,{'type': 'BELONGS_TO'}
PSI_21,PSI,{'type': 'BELONGS_TO'}
PSI_22,PSI,{'type': 'BELONGS_TO'}
PSI_23,PSI,{'type': 'BELONGS_TO'}
PSI_24,PSI,{'type': 'BELONGS_TO'}
PSI_25,PSI,{'type': 'BELONGS_TO'}
RPSR_1,RPSR,{'type': 'BELONGS_TO'}
RPSR_11A,RPSR,{'type': 'BELONGS_TO'}
RPSR_2,RPSR,{'type': 'BELONGS_TO'}
RPSR_2,probation,{'type': 'DEFINES'}
RPSR_2,leave,{'type': 'DEFINES'}
RPSR_3,RPSR,{'type': 'BELONGS_TO'}
RPSR_3,probation,{'type': 'DEFINES'}
RPSR_4,RPSR,{'type': 'BELONGS_TO'}
RPSR_4,leave,{'type': 'DEFINES'}
RPSR_5,RPSR,{'type': 'BELONGS_TO'}
RPSR_6,RPSR,{'type': 'BELONGS_TO'}
RPSR_6,labour_court,{'type': 'DEFINES'}
RPSR_156B,RPSR,{'type': 'BELONGS_TO'}
RPSR_156B,probation,{'type': 'DEFINES'}
RPSR_7,RPSR,{'type': 'BELONGS_TO'}
RPSR_187A,RPSR,{'type': 'BELONGS_TO'}
RPSR_197B,RPSR,{'type': 'BELONGS_TO'}
RPSR_207C,RPSR,{'type': 'BELONGS_TO'}
RPSR_227D,RPSR,{'type': 'BELONGS_TO'}
RPSR_237E,RPSR,{'type': 'BELONGS_TO'}
RPSR_237E,wages,{'type': 'DEFINES'}
RPSR_8,RPSR,{'type': 'BELONGS_TO'}
RPSR_9,RPSR,{'type': 'BELONGS_TO'}
RPSR_10,RPSR,{'type': 'BELONGS_TO'}
RPSR_11,RPSR,{'type': 'BELONGS_TO'}
RPSR_12,RPSR,{'type': 'BELONGS_TO'}
RPSR_3213,RPSR,{'type': 'BELONGS_TO'}
RPSR_1984,RPSR,{'type': 'BELONGS_TO'}
RPSR_14,RPSR,{'type': 'BELONGS_TO'}
RPSR_14,overtime,{'type': 'DEFINES'}
RPSR_15,RPSR,{'type': 'BELONGS_TO'}
RPSR_16,RPSR,{'type': 'BELONGS_TO'}
RPSR_17,RPSR,{'type': 'BELONGS_TO'}
RPSR_17,probation,{'type': 'DEFINES'}
RPSR_4717A,RPSR,{'type': 'BELONGS_TO'}
RPSR_18,RPSR,{'type': 'BELONGS_TO'}
RPSR_19,RPSR,{'type': 'BELONGS_TO'}
RPSR_20,RPSR,{'type': 'BELONGS_TO'}
RPSR_21,RPSR,{'type': 'BELONGS_TO'}
RPSR_22,RPSR,{'type': 'BELONGS_TO'}
RPSR_23,RPSR,{'type': 'BELONGS_TO'}
RPSR_5923A,RPSR,{'type': 'BELONGS_TO'}
RPSR_24,RPSR,{'type': 'BELONGS_TO'}
RPSR_25,RPSR,{'type': 'BELONGS_TO'}
RPSR_26,RPSR,{'type': 'BELONGS_TO'}
RPSR_7826A,RPSR,{'type': 'BELONGS_TO'}
RPSR_27,RPSR,{'type': 'BELONGS_TO'}
RPSR_28,RPSR,{'type': 'BELONGS_TO'}
RPSR_29,RPSR,{'type': 'BELONGS_TO'}
RPSR_30,RPSR,{'type': 'BELONGS_TO'}
RPSR_31,RPSR,{'type': 'BELONGS_TO'}
RPSR_8932,RPSR,{'type': 'BELONGS_TO'}
RPSR_33,RPSR,{'type': 'BELONGS_TO'}
RPSR_33,probation,{'type': 'DEFINES'}
RPSR_34,RPSR,{'type': 'BELONGS_TO'}
RPSR_35,RPSR,{'type': 'BELONGS_TO'}
RPSR_9036,RPSR,{'type': 'BELONGS_TO'}
RPSR_9637,RPSR,{'type': 'BELONGS_TO'}
RPSR_9637,probation,{'type': 'DEFINES'}
RPSR_9837A,RPSR,{'type': 'BELONGS_TO'}
RPSR_9837A,probation,{'type': 'DEFINES'}
RPSR_38,RPSR,{'type': 'BELONGS_TO'}
RPSR_38,probation,{'type': 'DEFINES'}
RPSR_9938A,RPSR,{'type': 'BELONGS_TO'}
RPSR_9938A,probation,{'type': 'DEFINES'}
RPSR_39,RPSR,{'type': 'BELONGS_TO'}
RPSR_39,probation,{'type': 'DEFINES'}
RPSR_40,RPSR,{'type': 'BELONGS_TO'}
RPSR_10041,RPSR,{'type': 'BELONGS_TO'}
RPSR_42,RPSR,{'type': 'BELONGS_TO'}
RPSR_43,RPSR,{'type': 'BELONGS_TO'}
RPSR_43,provident_fund,{'type': 'DEFINES'}
RPSR_43,leave,{'type': 'DEFINES'}
RPSR_1959,RPSR,{'type': 'BELONGS_TO'}
RPSR_13,RPSR,{'type': 'BELONGS_TO'}
RPSR_44,RPSR,{'type': 'BELONGS_TO'}
RPSR_45,RPSR,{'type': 'BELONGS_TO'}
RPSR_46,RPSR,{'type': 'BELONGS_TO'}
RPSR_46,probation,{'type': 'DEFINES'}
MEPS_1,MEPS,{'type': 'BELONGS_TO'}
MEPS_2,MEPS,{'type': 'BELONGS_TO'}
MEPS_2,working_hours,{'type': 'DEFINES'}
MEPS_3,MEPS,{'type': 'BELONGS_TO'}
MEPS_4,MEPS,{'type': 'BELONGS_TO'}
MEPS_5,MEPS,{'type': 'BELONGS_TO'}
MEPS_6,MEPS,{'type': 'BELONGS_TO'}
MEPS_7,MEPS,{'type': 'BELONGS_TO'}
MEPS_8,MEPS,{'type': 'BELONGS_TO'}
MEPS_9,MEPS,{'type': 'BELONGS_TO'}
MEPS_9,leave,{'type': 'DEFINES'}
MEPS_10,MEPS,{'type': 'BELONGS_TO'}
MEPS_11,MEPS,{'type': 'BELONGS_TO'}
MEPS_11,leave,{'type': 'DEFINES'}
MEPS_12,MEPS,{'type': 'BELONGS_TO'}
MEPS_13,MEPS,{'type': 'BELONGS_TO'}
MEPS_13,leave,{'type': 'DEFINES'}
MEPS_13,wages,{'type': 'DEFINES'}
MEPS_14,MEPS,{'type': 'BELONGS_TO'}
MEPS_15,MEPS,{'type': 'BELONGS_TO'}
MEPS_15,probation,{'type': 'DEFINES'}
MEPS_16,MEPS,{'type': 'BELONGS_TO'}
MEPS_16,leave,{'type': 'DEFINES'}
MEPS_17,MEPS,{'type': 'BELONGS_TO'}
MEPS_17,gratuity,{'type': 'DEFINES'}
MEPS_17,provident_fund,{'type': 'DEFINES'}
MEPS_17,wages,{'type': 'DEFINES'}
MEPS_18,MEPS,{'type': 'BELONGS_TO'}
MEPS_19,MEPS,{'type': 'BELONGS_TO'}
MEPS_19,provident_fund,{'type': 'DEFINES'}
MEPS_20,MEPS,{'type': 'BELONGS_TO'}
MEPS_20,provident_fund,{'type': 'DEFINES'}
MEPS_21,MEPS,{'type': 'BELONGS_TO'}
MEPS_21,working_hours,{'type': 'DEFINES'}
MEPS_21,wages,{'type': 'DEFINES'}
MEPS_22,MEPS,{'type': 'BELONGS_TO'}
MEPS_22,leave,{'type': 'DEFINES'}
MEPS_23,MEPS,{'type': 'BELONGS_TO'}
MEPS_24,MEPS,{'type': 'BELONGS_TO'}
MEPS_25,MEPS,{'type': 'BELONGS_TO'}
MEPS_25,leave,{'type': 'DEFINES'}
MEPS_25A,MEPS,{'type': 'BELONGS_TO'}
MEPS_26,MEPS,{'type': 'BELONGS_TO'}
MEPS_26,retrenchment,{'type': 'DEFINES'}
MEPS_26,notice_period,{'type': 'DEFINES'}
MEPS_27,MEPS,{'type': 'BELONGS_TO'}
MEPS_27,retrenchment,{'type': 'DEFINES'}
MEPS_28,MEPS,{'type': 'BELONGS_TO'}
MEPS_28,gratuity,{'type': 'DEFINES'}
MEPS_28,probation,{'type': 'DEFINES'}
MEPS_28,wages,{'type': 'DEFINES'}
MEPS_29,MEPS,{'type': 'BELONGS_TO'}
MEPS_30,MEPS,{'type': 'BELONGS_TO'}
MEPS_30,leave,{'type': 'DEFINES'}
MEPS_31,MEPS,{'type': 'BELONGS_TO'}
MEPS_32,MEPS,{'type': 'BELONGS_TO'}
MEPS_33,MEPS,{'type': 'BELONGS_TO'}
MEPS_33,leave,{'type': 'DEFINES'}
MEPS_34,MEPS,{'type': 'BELONGS_TO'}
MEPS_34,gratuity,{'type': 'DEFINES'}
MEPS_34,provident_fund,{'type': 'DEFINES'}
MEPS_34,leave,{'type': 'DEFINES'}
MEPS_34,wages,{'type': 'DEFINES'}
MEPS_35,MEPS,{'type': 'BELONGS_TO'}
MEPS_36,MEPS,{'type': 'BELONGS_TO'}
MEPS_37,MEPS,{'type': 'BELONGS_TO'}
MEPS_38,MEPS,{'type': 'BELONGS_TO'}
MEPS_39,MEPS,{'type': 'BELONGS_TO'}
MEPS_39,labour_court,{'type': 'DEFINES'}
MEPS_40,MEPS,{'type': 'BELONGS_TO'}
MEPS_40,notice_period,{'type': 'DEFINES'}
MEPS_40,leave,{'type': 'DEFINES'}
MEPS_41,MEPS,{'type': 'BELONGS_TO'}
MEPS_42,MEPS,{'type': 'BELONGS_TO'}
MEPS_42,leave,{'type': 'DEFINES'}
MEPS_43,MEPS,{'type': 'BELONGS_TO'}
MEPS_43,labour_court,{'type': 'DEFINES'}
PENSION_NOM_1,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_1,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_2,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_2,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_3,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_3,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_4,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_4,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_5,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_5,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_6,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_6,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_7,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_7,provident_fund,{'type': 'DEFINES'}
PENSION_NOM_8,PENSION_NOM,{'type': 'BELONGS_TO'}
PENSION_NOM_8,provident_fund,{'type': 'DEFINES'}
RPWD_21,RPWD,{'type': 'BELONGS_TO'}
PWD_47,PWD,{'type': 'BELONGS_TO'}
LOK_53,LOK,{'type': 'BELONGS_TO'}
LOK_R_1,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_2,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_3,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_4,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_5,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_6,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_7,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_8,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_9,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_10,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_11,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_12,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_13,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_14,LOK_R,{'type': 'BELONGS_TO'}
LOK_R_15,LOK_R,{'type': 'BELONGS_TO'}
DPDP_1,DPDP,{'type': 'BELONGS_TO'}
DPDP_2,DPDP,{'type': 'BELONGS_TO'}
DPDP_3,DPDP,{'type': 'BELONGS_TO'}
DPDP_4,DPDP,{'type': 'BELONGS_TO'}
DPDP_5,DPDP,{'type': 'BELONGS_TO'}
DPDP_6,DPDP,{'type': 'BELONGS_TO'}
DPDP_7,DPDP,{'type': 'BELONGS_TO'}
DPDP_8,DPDP,{'type': 'BELONGS_TO'}
DPDP_9,DPDP,{'type': 'BELONGS_TO'}
DPDP_10,DPDP,{'type': 'BELONGS_TO'}
DPDP_11,DPDP,{'type': 'BELONGS_TO'}
DPDP_12,DPDP,{'type': 'BELONGS_TO'}
DPDP_13,DPDP,{'type': 'BELONGS_TO'}
DPDP_14,DPDP,{'type': 'BELONGS_TO'}
DPDP_15,DPDP,{'type': 'BELONGS_TO'}
DPDP_16,DPDP,{'type': 'BELONGS_TO'}
DPDP_17,DPDP,{'type': 'BELONGS_TO'}
DPDP_18,DPDP,{'type': 'BELONGS_TO'}
DPDP_19,DPDP,{'type': 'BELONGS_TO'}
DPDP_20,DPDP,{'type': 'BELONGS_TO'}
DPDP_20,wages,{'type': 'DEFINES'}
DPDP_21,DPDP,{'type': 'BELONGS_TO'}
DPDP_22,DPDP,{'type': 'BELONGS_TO'}
DPDP_23,DPDP,{'type': 'BELONGS_TO'}
DPDP_24,DPDP,{'type': 'BELONGS_TO'}
DPDP_25,DPDP,{'type': 'BELONGS_TO'}
DPDP_26,DPDP,{'type': 'BELONGS_TO'}
DPDP_27,DPDP,{'type': 'BELONGS_TO'}
DPDP_28,DPDP,{'type': 'BELONGS_TO'}
DPDP_29,DPDP,{'type': 'BELONGS_TO'}
DPDP_29,labour_court,{'type': 'DEFINES'}
DPDP_30,DPDP,{'type': 'BELONGS_TO'}
DPDP_30,labour_court,{'type': 'DEFINES'}
DPDP_31,DPDP,{'type': 'BELONGS_TO'}
DPDP_32,DPDP,{'type': 'BELONGS_TO'}
DPDP_33,DPDP,{'type': 'BELONGS_TO'}
DPDP_34,DPDP,{'type': 'BELONGS_TO'}
DPDP_35,DPDP,{'type': 'BELONGS_TO'}
DPDP_36,DPDP,{'type': 'BELONGS_TO'}
DPDP_37,DPDP,{'type': 'BELONGS_TO'}
DPDP_38,DPDP,{'type': 'BELONGS_TO'}
DPDP_39,DPDP,{'type': 'BELONGS_TO'}
DPDP_40,DPDP,{'type': 'BELONGS_TO'}
DPDP_41,DPDP,{'type': 'BELONGS_TO'}
DPDP_42,DPDP,{'type': 'BELONGS_TO'}
DPDP_43,DPDP,{'type': 'BELONGS_TO'}
DPDP_44,DPDP,{'type': 'BELONGS_TO'}
ITA_43A,ITA,{'type': 'BELONGS_TO'}
CPA_35,CPA,{'type': 'BELONGS_TO'}
RTE_23,RTE,{'type': 'BELONGS_TO'}
MHA_1,MHA,{'type': 'BELONGS_TO'}
MHA_2,MHA,{'type': 'BELONGS_TO'}
MHA_3,MHA,{'type': 'BELONGS_TO'}
MHA_4,MHA,{'type': 'BELONGS_TO'}
MHA_5,MHA,{'type': 'BELONGS_TO'}
MHA_6,MHA,{'type': 'BELONGS_TO'}
MHA_7,MHA,{'type': 'BELONGS_TO'}
MHA_8,MHA,{'type': 'BELONGS_TO'}
MHA_9,MHA,{'type': 'BELONGS_TO'}
MHA_10,MHA,{'type': 'BELONGS_TO'}
MHA_11,MHA,{'type': 'BELONGS_TO'}
MHA_12,MHA,{'type': 'BELONGS_TO'}
MHA_13,MHA,{'type': 'BELONGS_TO'}
MHA_14,MHA,{'type': 'BELONGS_TO'}
MHA_15,MHA,{'type': 'BELONGS_TO'}
MHA_16,MHA,{'type': 'BELONGS_TO'}
MHA_17,MHA,{'type': 'BELONGS_TO'}
MHA_18,MHA,{'type': 'BELONGS_TO'}
MHA_19,MHA,{'type': 'BELONGS_TO'}
MHA_20,MHA,{'type': 'BELONGS_TO'}
MHA_21,MHA,{'type': 'BELONGS_TO'}
MHA_22,MHA,{'type': 'BELONGS_TO'}
MHA_23,MHA,{'type': 'BELONGS_TO'}
MHA_24,MHA,{'type': 'BELONGS_TO'}
MHA_25,MHA,{'type': 'BELONGS_TO'}
MHA_26,MHA,{'type': 'BELONGS_TO'}
MHA_27,MHA,{'type': 'BELONGS_TO'}
MHA_28,MHA,{'type': 'BELONGS_TO'}
MHA_29,MHA,{'type': 'BELONGS_TO'}
MHA_30,MHA,{'type': 'BELONGS_TO'}
MHA_31,MHA,{'type': 'BELONGS_TO'}
MHA_32,MHA,{'type': 'BELONGS_TO'}
MHA_33,MHA,{'type': 'BELONGS_TO'}
MHA_34,MHA,{'type': 'BELONGS_TO'}
MHA_35,MHA,{'type': 'BELONGS_TO'}
MHA_36,MHA,{'type': 'BELONGS_TO'}
MHA_37,MHA,{'type': 'BELONGS_TO'}
MHA_38,MHA,{'type': 'BELONGS_TO'}
MHA_39,MHA,{'type': 'BELONGS_TO'}
MHA_40,MHA,{'type': 'BELONGS_TO'}
MHA_41,MHA,{'type': 'BELONGS_TO'}
MHA_42,MHA,{'type': 'BELONGS_TO'}
MHA_43,MHA,{'type': 'BELONGS_TO'}
MHA_44,MHA,{'type': 'BELONGS_TO'}
MHA_45,MHA,{'type': 'BELONGS_TO'}
MHA_46,MHA,{'type': 'BELONGS_TO'}
MHA_47,MHA,{'type': 'BELONGS_TO'}
MHA_48,MHA,{'type': 'BELONGS_TO'}
MHA_49,MHA,{'type': 'BELONGS_TO'}
MHA_50,MHA,{'type': 'BELONGS_TO'}
MHA_51,MHA,{'type': 'BELONGS_TO'}
MHA_52,MHA,{'type': 'BELONGS_TO'}
MHA_53,MHA,{'type': 'BELONGS_TO'}
MHA_54,MHA,{'type': 'BELONGS_TO'}
MHA_55,MHA,{'type': 'BELONGS_TO'}
MHA_56,MHA,{'type': 'BELONGS_TO'}
MHA_57,MHA,{'type': 'BELONGS_TO'}
MHA_58,MHA,{'type': 'BELONGS_TO'}
MHA_59,MHA,{'type': 'BELONGS_TO'}
MHA_60,MHA,{'type': 'BELONGS_TO'}
MHA_61,MHA,{'type': 'BELONGS_TO'}
MHA_62,MHA,{'type': 'BELONGS_TO'}
MHA_63,MHA,{'type': 'BELONGS_TO'}
MHA_64,MHA,{'type': 'BELONGS_TO'}
MHA_65,MHA,{'type': 'BELONGS_TO'}
MHA_66,MHA,{'type': 'BELONGS_TO'}
MHA_67,MHA,{'type': 'BELONGS_TO'}
MHA_68,MHA,{'type': 'BELONGS_TO'}
MHA_69,MHA,{'type': 'BELONGS_TO'}
MHA_70,MHA,{'type': 'BELONGS_TO'}
MHA_71,MHA,{'type': 'BELONGS_TO'}
MHA_72,MHA,{'type': 'BELONGS_TO'}
MHA_73,MHA,{'type': 'BELONGS_TO'}
MHA_74,MHA,{'type': 'BELONGS_TO'}
MHA_75,MHA,{'type': 'BELONGS_TO'}
MHA_76,MHA,{'type': 'BELONGS_TO'}
MHA_77,MHA,{'type': 'BELONGS_TO'}
MHA_78,MHA,{'type': 'BELONGS_TO'}
MHA_79,MHA,{'type': 'BELONGS_TO'}
MHA_80,MHA,{'type': 'BELONGS_TO'}
MHA_81,MHA,{'type': 'BELONGS_TO'}
MHA_82,MHA,{'type': 'BELONGS_TO'}
MHA_83,MHA,{'type': 'BELONGS_TO'}
MHA_84,MHA,{'type': 'BELONGS_TO'}
MHA_85,MHA,{'type': 'BELONGS_TO'}
MHA_86,MHA,{'type': 'BELONGS_TO'}
MHA_87,MHA,{'type': 'BELONGS_TO'}
MHA_88,MHA,{'type': 'BELONGS_TO'}
MHA_89,MHA,{'type': 'BELONGS_TO'}
MHA_90,MHA,{'type': 'BELONGS_TO'}
MHA_91,MHA,{'type': 'BELONGS_TO'}
MHA_91,leave,{'type': 'DEFINES'}
MHA_92,MHA,{'type': 'BELONGS_TO'}
MHA_92,leave,{'type': 'DEFINES'}
MHA_93,MHA,{'type': 'BELONGS_TO'}
MHA_94,MHA,{'type': 'BELONGS_TO'}
MHA_95,MHA,{'type': 'BELONGS_TO'}
MHA_96,MHA,{'type': 'BELONGS_TO'}
MHA_97,MHA,{'type': 'BELONGS_TO'}
MHA_98,MHA,{'type': 'BELONGS_TO'}
MHA_99,MHA,{'type': 'BELONGS_TO'}
MHA_100,MHA,{'type': 'BELONGS_TO'}
MHA_101,MHA,{'type': 'BELONGS_TO'}
MHA_102,MHA,{'type': 'BELONGS_TO'}
MHA_103,MHA,{'type': 'BELONGS_TO'}
MHA_104,MHA,{'type': 'BELONGS_TO'}
MHA_105,MHA,{'type': 'BELONGS_TO'}
MHA_106,MHA,{'type': 'BELONGS_TO'}
MHA_107,MHA,{'type': 'BELONGS_TO'}
MHA_108,MHA,{'type': 'BELONGS_TO'}
MHA_109,MHA,{'type': 'BELONGS_TO'}
MHA_110,MHA,{'type': 'BELONGS_TO'}
MHA_111,MHA,{'type': 'BELONGS_TO'}
MHA_112,MHA,{'type': 'BELONGS_TO'}
MHA_113,MHA,{'type': 'BELONGS_TO'}
MHA_114,MHA,{'type': 'BELONGS_TO'}
MHA_115,MHA,{'type': 'BELONGS_TO'}
MHA_116,MHA,{'type': 'BELONGS_TO'}
MHA_117,MHA,{'type': 'BELONGS_TO'}
MHA_118,MHA,{'type': 'BELONGS_TO'}
MHA_119,MHA,{'type': 'BELONGS_TO'}
MHA_120,MHA,{'type': 'BELONGS_TO'}
MHA_121,MHA,{'type': 'BELONGS_TO'}
MHA_122,MHA,{'type': 'BELONGS_TO'}
MHA_123,MHA,{'type': 'BELONGS_TO'}
MHA_124,MHA,{'type': 'BELONGS_TO'}
MHA_125,MHA,{'type': 'BELONGS_TO'}
MHA_126,MHA,{'type': 'BELONGS_TO'}
MHA_2017,MHA,{'type': 'BELONGS_TO'}
JKRA_1,JKRA,{'type': 'BELONGS_TO'}
JKRA_2,JKRA,{'type': 'BELONGS_TO'}
JKRA_3,JKRA,{'type': 'BELONGS_TO'}
JKRA_4,JKRA,{'type': 'BELONGS_TO'}
JKRA_5,JKRA,{'type': 'BELONGS_TO'}
JKRA_6,JKRA,{'type': 'BELONGS_TO'}
JKRA_7,JKRA,{'type': 'BELONGS_TO'}
JKRA_8,JKRA,{'type': 'BELONGS_TO'}
JKRA_9,JKRA,{'type': 'BELONGS_TO'}
JKRA_10,JKRA,{'type': 'BELONGS_TO'}
JKRA_11,JKRA,{'type': 'BELONGS_TO'}
JKRA_12,JKRA,{'type': 'BELONGS_TO'}
JKRA_13,JKRA,{'type': 'BELONGS_TO'}
JKRA_14,JKRA,{'type': 'BELONGS_TO'}
JKRA_15,JKRA,{'type': 'BELONGS_TO'}
JKRA_16,JKRA,{'type': 'BELONGS_TO'}
JKRA_17,JKRA,{'type': 'BELONGS_TO'}
JKRA_18,JKRA,{'type': 'BELONGS_TO'}
JKRA_19,JKRA,{'type': 'BELONGS_TO'}
JKRA_20,JKRA,{'type': 'BELONGS_TO'}
JKRA_21,JKRA,{'type': 'BELONGS_TO'}
JKRA_22,JKRA,{'type': 'BELONGS_TO'}
JKRA_23,JKRA,{'type': 'BELONGS_TO'}
JKRA_24,JKRA,{'type': 'BELONGS_TO'}
JKRA_2019,JKRA,{'type': 'BELONGS_TO'}
INC_T_192,INC_T,{'type': 'BELONGS_TO'}
INC_T_192,wages,{'type': 'DEFINES'}
INC_T_194J,INC_T,{'type': 'BELONGS_TO'}
FIN_A_1,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_2,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_3,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_4,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_5,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_6,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_6,provident_fund,{'type': 'DEFINES'}
FIN_A_7,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_8,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_9,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_10,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_11,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_12A,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_13A,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_12,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_13,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_14,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_15,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_16,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_40A,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_17,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_18,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_19,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_43B,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_43D,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_20,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_21,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_22,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_23,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_24,FIN_A,{'type': 'BELONGS_TO'}
FIN_A_25,FIN_A,{'type': 'BELONGS_TO'}
