node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
Q_151,Query,,query,,,,"My wife filed a complaint against me, and she wants to reconcile and i dont want to, i have also said that in police station, but they are always asking me to come to police station.( Jammu, Jammu and Kashmir )","Dear Client,From the nature of the complaint and the attitude of the complainant post-complaint, it appears that the complainant has made a false complaint against you to harass you and to compel you to compromise with their unacceptable demands.  To address a false complaint or false criminal proceedings even if filed against you, you can seek its quashing through a petition before the High Court under Section 482 of the Code of Criminal Procedure, 1973(now Sec.528 of BNSS). The Sec.482 Cr. PC empowers the High Court to dismiss false complaints/criminal proceedings initiated under that complaint before the Police or the trial Court against a person. It is essential to prove to the court that the complaint or criminal suit was lodged with malicious intent to cause harm or inconvenience and is devoid of truth. The burden of proof rests on the petitioner. An application for the quashing of an FIR or criminal proceedings can also be filed before the High Court under Article 226 of the Constitution of India through a Criminal Miscellaneous Writ Petition invoking the extraordinary jurisdiction of the Court to quash an FIR or criminal proceedings. Hence, in the given scenario, it is suggested to hire an Advocate to navigate the issue in the right way.","Dear Client,If the police are asking you to come in police station,  they might be trying to resolve things legally or check on the situation for their records. That, if you are feeling pressured, it might be helpful to talk to a lawyer who can offer advice about your rights and how to handle the situation.You don't have to go in without knowing your options, especially if you're unsure about the consequences.","Dear Client,If the police are asking you to come in police station,  they might be trying to resolve things legally or check on the situation for their records. That, if you are feeling pressured, it might be helpful to talk to a lawyer who can offer advice about your rights and how to handle the situation.You don't have to go in without knowing your options, especially if you're unsure about the consequences."
Q_152,Query,,query,,,,"My question is that .... My grandfather gives my father two lands 1 for to make home and 1 for to make shop in Sonarpur kol-700150. There is named both my father and my father's brother. But power of attorney for home land is owned my father. Before 20 years ago it will happened then my father's brother not come for any financial or help. But after 20 years later my father's brother come here for his own parts for home land and shop land . And torture us by many maintal harassment. My father want to give him the part of home . But he said for shop . What is to do ? Because the shop land has two brothers name and home land is owned with power of attorney certification is my father. What to do ? Because my father's brother want to homeless us... Please help ... Any suggestions( South 24 Parganas, West Bengal )","Dear Client,Your query suffers from a lack of transparency to address it suitably. The mode of devolution of property from your grandfather to your father and his brother is not stated in the query. Moreover, a Power of Attorney in favour of your father is in place in respect of the homeland only. From the query, it is not clear whether your grandfather who executed the POA in favour of your father about 20 years ago is alive or not. After a lapse of 20 years, your father's brother, i.e, your uncle claimed his share in the property and the grounds behind his claim are absent in the query. So, all these complex factors make the query almost unaddressable. However, be informed that a POA does not confer a title of the property to a person and if the executor of the POA i.e, your grandfather is no more, then the validity of said  POA is now seized and unenforceable under the law. However, as a legal heir, you can file a suit for a declaration under Section 34 of the Specific Relief Act, 1963 before the competent Civil Court seeking an order interim injunction during the pendency of the suit under Order 39, Rule 1 & 2 CPC read with Section 151 of CPC preying the Court to exercise its inherent power to do justice. If required, hire the service of an Advocate to navigate the issue in the right way.","Dear Sir,You may go to Civil Court and file a appropriate suit and also file interim application for appointment of Court Commissioner and accordingly you will get justice and division of properties.","Dear Client,Your query suffers from a lack of transparency to address it suitably. The mode of devolution of property from your grandfather to your father and his brother is not stated in the query. Moreover, a Power of Attorney in favour of your father is in place in respect of the homeland only. From the query, it is not clear whether your grandfather who executed the POA in favour of your father about 20 years ago is alive or not. After a lapse of 20 years, your father's brother, i.e, your uncle claimed his share in the property and the grounds behind his claim are absent in the query. So, all these complex factors make the query almost unaddressable. However, be informed that a POA does not confer a title of the property to a person and if the executor of the POA i.e, your grandfather is no more, then the validity of said  POA is now seized and unenforceable under the law. However, as a legal heir, you can file a suit for a declaration under Section 34 of the Specific Relief Act, 1963 before the competent Civil Court seeking an order interim injunction during the pendency of the suit under Order 39, Rule 1 & 2 CPC read with Section 151 of CPC preying the Court to exercise its inherent power to do justice. If required, hire the service of an Advocate to navigate the issue in the right way."
Q_153,Query,,query,,,,"Dear Sir, This informs that, My wife had issues with her health (paranoid thinking problem ). Currently, she is planning to do a mary someone with her family member support. We having a one-year-old baby. She is not stable mind from the beginning and I am having physiatrist doctor's proof. I need to recover my baby. Please suggest me to proceed","File a Case for custody of Child, you have to show your care & support to look after of one year baby to the family court as baby needs mother care.At this juncture you cannot separate the mother & child.",File a case for custody of child with all relevant proofs.For further details you can contact me in person,Hi sir.. u mean u want to take child custody... Yes u can ...as she is not mentally fit... And even planning for second marriage.... But with out giving u divorce she can't marry someone else...
Q_154,Query,,query,,,,"My girl mother promise me wait four years after u get married my daughter, now onwards my girlfriend mother brake the promise( Hyderabad, Telangana )","Dear client,Without your girl's support you cannot do anything.In case your girl supports you, then you can file a complaint in local police that you both want to marry and her parents are illegally detained her.","Dear client,Without your girl's support you cannot do anything.In case your girl supports you, then you can file a complaint in local police that you both want to marry and her parents are illegally detained her.","Dear client,Without your girl's support you cannot do anything.In case your girl supports you, then you can file a complaint in local police that you both want to marry and her parents are illegally detained her."
Q_155,Query,,query,,,,"I am 31 year unmarried,jobless girl.My real mother is harassing me.She dominates over me and my father.She gave some kind of poison to me also mixing in food which made my face worse and all over poor health.she along with her son dominates and has control over father's pension.they spend money on their clothes,food etc and maintained good health but refuse to spend on me and my father.she also used to give some kind of poison to father also.she and brother buy expensive clothes,spends money wherever they want but my mom shows that she don't have money before me,my father,relatives and society.she tried spoil my image many times in past.she speaks wrong about me with relatives and society.she keeps on fighting without any reason in past many years.she did it all purposely.she locks food items and everything and keep keys to her.she cries before people and says that she is innocent and it's me who is making her life hell.She refused to spend money on me many years back.rarely she gives.now I understand that she did it purposely so that if anybody helps me she will attack on me.she made a person to get in relation with me last year.after few months I sensed that everything was planned by my mother and that boy to damage me.My mother is blackmailing me and harassing me.spreading word against me in society,relatives before my father.i sensed that person may have recordings ,photos etc.which can be used to harass me further.I am stressed malnutrited very bad health afraid of going out of my house.someone hacked my phone also.i dont know if anything related to me is misused like photos etc.I am tortured everyday in many ways.What are my rights?what can I do?how law can help me?( Allahabad, Uttar Pradesh )",File a DV and maintenance case u/s 125Crpc Side by side.,Ur father can file complaint against them,File a DV and maintenance case u/s 125Crpc Side by side.
Q_156,Query,,query,,,,"respected sir,
all was going good but suddenly one morning the message came and in that she was conveying to me that some irregularity in messages about health means she typed the message as (...)health dont know me what she wants to say but the next message was shocking she said i am going to die so plzzzz lift my call once.   plz lift my call. and sorry for making you alone in life love you miss you she said. then lastly last message i am going to die bye....in between i had lift her call but i coveyed that i am in examination hall so call me after half n hour but she wont she died...dont know y she had done like this bcz all was going fine. one day before she talked to me upto 10;30 then also she didnt said anything .but suddenly she died in morning...tell me an advice sir which will be helpfull...( Chandrapur, Maharashtra )","Dear Sir,If any FIR registered then approach High Court and get it quashed saying due to health grounds she died.","Hi,You will come under scrutiny since you form a part of the factual matrix of the suicide. You need to cooperate with the police in the investigation and be wholly transparent with your statements.If you find my answer helpful then kindly rate me.","Dear Sir,If any FIR registered then approach High Court and get it quashed saying due to health grounds she died."
Q_157,Query,,query,,,,"Sir/ mam 41 years back I eider sister gave my  gold  jewels to younger sisters marriage by the request of my parents and material grand father agreeing that I can take back equal gold after mother's demises
15 years back my mother died 
Due to family attachment and affection I kept quite
Now my one sister and brother refusing to give back
I have not taken any written proof for giving gold
The sister who took my gold saying she took my gold and she is ready to say anywhere only that proof I have 
How to get my gold back( Thiruvananthapuram, Kerala )","Dear Client,As per Hindu law, Streedhan is whatever a woman receives during her lifetime including all movable, immovable property, gifts, etc received prior to marriage, at the time of marriage, and during childbirth. The Supreme Court has ruled, saying that a woman has inalienable rights over Streedhan. So, given the proposition of relevant law and the averments of the Hon'ble Apex Court, your gold which was given to your sister at the time of her marriage shall be considered as her Streedhan and your claim of its return is not feasible even through litigation.","Dear Client,As per Hindu law, Streedhan is whatever a woman receives during her lifetime including all movable, immovable property, gifts, etc received prior to marriage, at the time of marriage, and during childbirth. The Supreme Court has ruled, saying that a woman has inalienable rights over Streedhan. So, given the proposition of relevant law and the averments of the Hon'ble Apex Court, your gold which was given to your sister at the time of her marriage shall be considered as her Streedhan and your claim of its return is not feasible even through litigation.","Dear Client,As per Hindu law, Streedhan is whatever a woman receives during her lifetime including all movable, immovable property, gifts, etc received prior to marriage, at the time of marriage, and during childbirth. The Supreme Court has ruled, saying that a woman has inalienable rights over Streedhan. So, given the proposition of relevant law and the averments of the Hon'ble Apex Court, your gold which was given to your sister at the time of her marriage shall be considered as her Streedhan and your claim of its return is not feasible even through litigation."
Q_158,Query,,query,,,,"In march 2022 my family done my engagement with a girl, they pressurized me to do so, now i am done, i do not want to marry that girl anyway, so what should i do, what are the legal provisions for this?( Bareilly, Uttar Pradesh )",Please complete your query and facts. Are your parents pressurizing you to marry that girl despite you unwillingness for the same?,Please complete your query and facts. Are your parents pressurizing you to marry that girl despite you unwillingness for the same?,Please complete your query and facts. Are your parents pressurizing you to marry that girl despite you unwillingness for the same?
Q_159,Query,,query,,,,"Though we live under the same roof, My husband always send me mail/messages if i do something which he doesn't believe (or) against his will.

This behaviour of his has been quite disturbing and creates mental stress to me.

He thinks that i should obey all his sayings and should not have any independent thoughts while managing the household (or) disobey/disagree with his thoughts.

He always expects me to act according to his wishes and doesn't give ears if i have any concern.

What kind of action can i take?( Coimbatore, Tamil Nadu )","Hi,It's against the law to start a construction project or just enter another person's land without their consent. Trespassing is a legal word that refers to entering someone else's property without their consent. You can seek criminal or civil remedies, such as an injunction or IPC section 411.Thank you very much.","Hi,Abuse can be physical, emotional, or sexual in nature. Abuse is never acceptable, and it is never your fault. It is important that you maintain your safety. While certain forms of abuse are obvious, others are more difficult to detect, particularly when it occurs within your own family. You have the right to file a complaint under Section 504 of the Indian Penal Code. Intentional insult with the goal of eliciting a breach of the peace. Make a police report at the nearby police station. Under the Indian Majority Act, you are an adult, and any form of abuse will not be tolerated. You might also seek cruelty and assistance from other female commissions in this respect.Thank you very much.","Hi,Physical, emotional, or sexual abuse are all forms of abuse. It's never okay to be abused, and it's never your fault. It is critical that you remain secure. While certain types of abuse are evident, others are difficult to spot, especially when it occurs in your own family. You can seek to complain under Section 504 Indian Penal Code- Intentional insult with intent to provoke breach of the peace. file a complaint in the nearest police station. you are an adult under the Indian Majority Act and abuse of any kind is not tolerable. You can also reach out for cruelty and help of other woman commissions in this regard.Thank you."
Q_160,Query,,query,,,,"My husband appeared in first two dates & kept ranting that he wants to take me back. But he didn't attend third date as he was supposed to bring rent agreement of the flat we decided to live after compromise. He is appearing regularly in court for interim bail while he didn't come in last mediation date. Now mediator has given one last and final date or else the case will go back to the court. 

We are thinking that husband is playing all these tricks to extend the dates, test our patience, and to save himself from trail. 
I made my mind to go back despite having all proofs of his first marriage and wrongs he did to me. 
What would be the best way to deal with this? Is it true that my husband, his parents, and lawyers are fooling us again?( Ghaziabad, Uttar Pradesh )","Dear Client,It seems like your husband is employing delay tactics in the legal proceedings. It is important to stay focused and consult with your lawyer regarding the best course of action moving forward. Given his behavior, it might be beneficial to gather all relevant evidence and documentation that support your case, including proofs of his previous marriage and any wrongdoings. If mediation has not yielded results and the final date set by the mediator is approaching, it may be necessary to prepare for the case to proceed to trial. Your lawyer can advise you on the legal strategies to pursue, including ensuring that all necessary documents are prepared and presented effectively in court. It is crucial to maintain patience and trust in the legal process while actively pursuing your rights and interests.","Dear madam,Your husband taking benefit of prevailing law . You may also do the same and enter into matrimonial house and take protection order by filing domestic violence case.","Dear madam,Your husband taking benefit of prevailing law . You may also do the same and enter into matrimonial house and take protection order by filing domestic violence case."
Q_161,Query,,query,,,,"I got a letter from courier and it got returned because I was not at that address at that time. My neighbour told me that it was Summon. Please advise if I should appear for hearing or not?( Bathinda, Punjab )","Dear client in such cases you have to check whether you were the important party to the case. In case you are an important party, it is advisable to go.","Dear client in such cases you have to check whether you were the important party to the case. In case you are an important party, it is advisable to go.","Dear client in such cases you have to check whether you were the important party to the case. In case you are an important party, it is advisable to go."
Q_162,Query,,query,,,,"Can there be mutual annulment of marriage? Second question. If a petioner has medical problem does he need to prove? Third qustion What can be evidance for Impotant?( Pune, Maharashtra )","Dear Sir,My answers are as follows:1.Can there be mutual annulment of marriage?Ans: It cannot be called as annulment. It can be mutual divorce but in the body of the Memorandum of Settlement you may use such words.2.  If a petitioner has medical problem does he need to prove?Ans: The Respondent must agree for such mutual divorce on such medical divorce then there will no need of proof other wise it has to be proved.3. What can be evidance for Impotant?Ans: I understand that it is for impotent.....the medical evidence is necessary coupled with the oral evidence of the wife.","Dear Sir,My answers are as follows:1.Can there be mutual annulment of marriage?Ans: It cannot be called as annulment. It can be mutual divorce but in the body of the Memorandum of Settlement you may use such words.2.  If a petitioner has medical problem does he need to prove?Ans: The Respondent must agree for such mutual divorce on such medical divorce then there will no need of proof other wise it has to be proved.3. What can be evidance for Impotant?Ans: I understand that it is for impotent.....the medical evidence is necessary coupled with the oral evidence of the wife.","Dear Sir,My answers are as follows:1.Can there be mutual annulment of marriage?Ans: It cannot be called as annulment. It can be mutual divorce but in the body of the Memorandum of Settlement you may use such words.2.  If a petitioner has medical problem does he need to prove?Ans: The Respondent must agree for such mutual divorce on such medical divorce then there will no need of proof other wise it has to be proved.3. What can be evidance for Impotant?Ans: I understand that it is for impotent.....the medical evidence is necessary coupled with the oral evidence of the wife."
Q_163,Query,,query,,,,"I confronted my husband (62 yrs) about living with another woman. He says his happiness is with the other woman. Now he's planning to desert me (56 yrs), my son (28 yrs) & my married daughter (33 yrs). All he has on his name now is a 200 sft plot (worth as of now 13 lakhs). Since, he made up his mind to go & live with the other woman, how should I fight for my rights & my children's rights (atleast get some financial security)?( Hyderabad, Telangana )","Hi,You can proceed to file a suit for divorce first u/S 13 of the HMA. If the family court finds that your husband has sufficient means then he shall be liable to pay maintenance as per S.25 of HMA.If you found my answer helpful then kindly rate me.","First, son and daughter can not claim any maintenance.if its his self earned plot then he can do anything with it.But you can file DV case to claim maintenance+residence+penalty.You can ask court for order so he can not sell the plot without paying your maintenance.","Hi,You can proceed to file a suit for divorce first u/S 13 of the HMA. If the family court finds that your husband has sufficient means then he shall be liable to pay maintenance as per S.25 of HMA.If you found my answer helpful then kindly rate me."
Q_164,Query,,query,,,,"Married in may 2011 & due to domestic issues departed from dec'2015... Living separate from past 3+ years ..issue was clear 2yrs back that he to is not interested infront of our families, however legal divorce papers were not approached due to some financial issues at my end as there was no support from family..  & after 2yrs I took a step of marriage with another guy and now they are approaching for papers/making allegations.. should I approach court for divorce with ex..
Please note no one in my families know that I got married again but they think I am staying in illegal relationship.. please suggest","Depends on what kind of marriage you two did. Also, whether your ex will create problems if you go ahead with a marriage now.","Yes you can approach. but, You need to hide your present marriage during the time of divorce.","Yes you can approach. but, You need to hide your present marriage during the time of divorce."
Q_165,Query,,query,,,,"LIMITATION PERIOD FOR FILING ECECUTING MC( Kannur, Kerala )","Dear Client,Your query requires more details to respond properly, Typically MC stands for Mutual Consent in Divorce case and also meant for Maintenance Case. In mutual consent(MC) divorce there is no execution once the decree of divorce is passed. in the case of B.G Shivananjappa v. Shantha @ Ushadevi. 2004 3 KCCR 1624., the Karnataka High Court has clearly held that an application under Section 125(3) of Cr. P.C to recover arrears of maintenance would be barred by limitation if it is not filed within one year from the date on which the maintenance becomes due.","Dear Client,The limitation period for filing an execution petition (EP) depends on the nature of the decree and the applicable laws in your jurisdiction. In general, the Limitation Act of 1963 in India sets a maximum period for filing an execution petition, which is typically 12 years from the date of the decree. However, it's crucial to note that the specific circumstances of the case, the type of decree, and any subsequent legal proceedings can affect the limitation period. It's advisable to consult with a legal professional to determine the accurate limitation period based on the details of your case and the prevailing laws in your jurisdiction.Thankyou","Dear Client,Your query requires more details to respond properly, Typically MC stands for Mutual Consent in Divorce case and also meant for Maintenance Case. In mutual consent(MC) divorce there is no execution once the decree of divorce is passed. in the case of B.G Shivananjappa v. Shantha @ Ushadevi. 2004 3 KCCR 1624., the Karnataka High Court has clearly held that an application under Section 125(3) of Cr. P.C to recover arrears of maintenance would be barred by limitation if it is not filed within one year from the date on which the maintenance becomes due."
Q_166,Query,,query,,,,"Maintenance case filed in Tiruvallur district. Case is in final stage. Now the petitioner shifted to another district i.e. Chennai district. Please clarify whether the petitioner can continue the case in old district itself.( Chennai, Tamil Nadu )","Dear Client,Sections 177-189 of Cr. PC deals with the concept of the jurisdiction of trial courts of any criminal offence. Section 177 of the Criminal Procedure Code lays down the general rule as to the territorial jurisdiction for criminal cases and trials. The provision provides that the area within which the offense is committed is relevant to determine the territorial jurisdiction of the trial Court. The Magistrate, within whose jurisdiction the crime was allegedly committed, has the jurisdiction to try the offense. Section 407 of the Criminal Procedure Code confers the power on High Courts to transfer the cases or appeals from one Criminal Court to another Criminal Court subordinate to the High Court or within its jurisdiction. Apart from this, Section 408 of the Criminal Procedure Code empowers the Sessions Judge to transfer cases and appeals within their Sessions Division if deemed appropriate in the interest of justice.","Dear Client,Hope this reply answers your query. yes. the case can continue in old district itself as the case has been instituted in such jurisdiction.","Dear Client,Hope this reply answers your query. yes. the case can continue in old district itself as the case has been instituted in such jurisdiction."
Q_167,Query,,query,,,,"My Mother Have llageal relationship from last 10 years 
Which I know recently last month after the death of my father , but all my COLONY,  relatives and my sister knows all about her from 10years ... She torchered my father also...now she want to go with that affair person How Can I go with Leagl action on Her and Him(illegal affair person( Guntur, Andhra Pradesh )",Now the SC has legalized such relationships. Now your father is no more.,"you cannot take any legal action against your mother since adultery is no longer a crime in India, however, you can restrain her from creating any interference in your life by way of filing a civil suit, if you are a major person,","She can live her life in her own way, you have no right to interfere in it."
Q_168,Query,,query,,,,"Sir
I get intrm  maintenance  denied by judge
But maintenance  case tiil date running 
My question  is  after maintenance  order by judge can I give money from date of application  or order date plz b needfully sir
Regard mahesh mysore karnataka( Mysore, Karnataka )","Dear Sir,You have to pay maintenance if ordered at the time of disposal of final maintenance case then you have to pay maintenance from the date of petition.","Dear Sir,You have to pay maintenance if ordered at the time of disposal of final maintenance case then you have to pay maintenance from the date of petition.","Hi client,The maintenance claim if allowed it is to be paid from the date of application made before the Learned Court.Thank you"
Q_169,Query,,query,,,,"I got divorced with mutual concern. Due to my ex wife don't want to take care of child's. Now i got  married with new person and she is also having one child . Now my ex wife suddenly twisted and she is not willing to handover the child with me. Now they are claiming huge amount for both my child. But they will spend small amount to my child and rest of the amount they will spend their own luxury. They are not educated and they will spoil my child future.How to over come this issue??( Chennai, Tamil Nadu )",Get custody of child. Welfare of the child is concerned by court,"Dear Sir,Approach the Court for the custody of the child.Explain the Court  with actual position and the Court will determine.Shanti Ranjan BeheraAdvocate",Get custody of child. Welfare of the child is concerned by court
Q_170,Query,,query,,,,"Can a wife get custody of 10-year-old daughter in such a case where the husband leaves the wife because of  wife's extra-marital affair?( Ahmedabad, Gujarat )","Dear client,As per the laws on Indian child custody, both divorced parents have equal rights over the child even after legal separation. In case of no mutual consent, the family court will decide who to give custody to. Considering your case, you have a better chance of getting custody. However, one parent winning custody doesn't mean the other ceases to be the parent and loses all rights over the child.","Dear client,As per the laws on Indian child custody, both divorced parents have equal rights over the child even after legal separation. In case of no mutual consent, the family court will decide who to give custody to. Considering your case, you have a better chance of getting custody. However, one parent winning custody doesn't mean the other ceases to be the parent and loses all rights over the child.","Dear client,As per the laws on Indian child custody, both divorced parents have equal rights over the child even after legal separation. In case of no mutual consent, the family court will decide who to give custody to. Considering your case, you have a better chance of getting custody. However, one parent winning custody doesn't mean the other ceases to be the parent and loses all rights over the child."
Q_171,Query,,query,,,,"Im 27yr old. On every small argument my father starts to threaten me to leave his house. My mother and sisters are in my favour but the property is in his name. I have been paying home expenses like ration etc except electricity bill. Do i have any right to stay in my parents house or should i have to find a place of my own? . Im soon going to get married and such insecurity worries me( Nagpur, Maharashtra )",Dear ClientIf the house is inherited by your father from his father then he cannot evict you but if the house is built by him meaning self acquired then he can do whenever he wants. Its a different matter that you can claim maintenance from him if you are not working and earning and he is earning.,"Dear Client,If the property is self acquired by your father, then he can evict you from his house whenever he wants.","Dear Sir,You have attained age of majority as such your father may evict you from his house if he make any issues with him. During his lifetime you have no right to get any share of his self acquired properties."
Q_172,Query,,query,,,,"Hi Team,

My problem is very big that i marry with a women in 2015 in a court. after that because of some misunderstanding/reason i marry with the another girl in 2016 without any divorce. Also the same did by my first wife she marry me in 2015 and after that she married again with some one else in 2020 without divorcing me.

now we want to live with each other. what is the solution for this. kindly support for this.( Agra, Uttar Pradesh )","Hi sir,your marriage with your first wife is legal and valid. however the marriage with your 2nd wife is void and illegal.same is the case with your wife- he second marriage is void. you both can live together again if your second wife and her second husband has no issues with it.","Hi sir,your marriage with your first wife is legal and valid. however the marriage with your 2nd wife is void and illegal.same is the case with your wife- he second marriage is void. you both can live together again if your second wife and her second husband has no issues with it.","Hi sir,your marriage with your first wife is legal and valid. however the marriage with your 2nd wife is void and illegal.same is the case with your wife- he second marriage is void. you both can live together again if your second wife and her second husband has no issues with it."
Q_173,Query,,query,,,,"Hello sir mere ganv (District- Chandauli) me kuch logo ne police ke sath gali galauj kiya aur usme mera name dal diye hai jabki mai us samay lucknow me tha aur aaj mere ghar par police aayi thi aur kal police station par bulayi hai hmko ab ham kya kre? Hello sir mere ganv (District- Chandauli) me kuch logo ne police ke sath gali galauj kiya aur usme mera name dal diye hai jabki mai us samay lucknow me tha aur aaj mere ghar par police aayi thi aur kal police station par bulayi hai hmko ab ham kya kre?( Chandauli, Uttar Pradesh )","Dear Sir,You may immediately approach local lawyer and apply for anticipatory bail and avoid approaching the police physically since you may be arrested by them. Better seek some time and in the meanwhile get anticipatory bail through Advocate.Rate me Five Star*","Dear Sir/ Madam,Please visit the respective police station and check the status of the matter and then proceed with further actions. Carry such materials which will prove that you were not involved in the matter.If you find this response useful then please rate me","Dear Sir/ Madam,Please visit the respective police station and check the status of the matter and then proceed with further actions. Carry such materials which will prove that you were not involved in the matter.If you find this response useful then please rate me"
Q_174,Query,,query,,,,"I have joint propert consisting of 3 floors , can one of my brother residing in 2nd could sell his property .
Similar I have 3 shops ..leasehold , can it be sold( South Delhi, Delhi )","Dear Sir,If any member of family ready to purchase second floor then he can sell to others on the following principal of law. You can sell three shops provided will give preference to your brothers if they like to purchase it at the prevailing market rate.=================================================================Right To Joint Possession And Right of Pre-emptionThe right of 'pre-emption' is given to the owner of immovable property to acquire another immovable property that has been sold to some other person. It is the purchase by one person before all others. ... The objective behind this right is to maintain privacy and prevent strangers to come in neighbour or in a family.There are two views in this matter. The purchaser has no right to joint possession of the property compelling partition. He can sue all other coparceners for that purpose. [32]If the vendee has obtained possession, the other coparceners can get him ejected by a suit. All that the purchaser is entitled to in such a suit is a declaration that he is entitled to the share of the coparcener against whom the decree has been passed.The Bombay High Court has a different approach. It gives some discretion to the court in the matter of ejectment of a stranger purchaser. In BhauLaxman v. BudhaManku [33] the court laid down three rules:First, if a purchaser stranger of the undivided interest of a coparcener in a joint family property is out of possession, he should not be given joint possession with the other coparceners but should be left to his remedy of a suit for partition.Secondly, on the other hand if the purchaser has obtained possession of the property, a coparcener who has been excluded may obtain joint possession with the purchaser.Thirdly, the purchaser in possession need not be ejected in a suit for recovery of possession brought by an excluded coparcener. The matter should be decided on merits because he is not a trespasser. In a suitable case he may be declared to be entitled to hold (pending partition) as a tenant-in-common with other coparceners.The issue came to be discussed by Supreme Court in M.V.S. Manikayala Rao v. M. Narasimhaswami [34] . The court held that it is well settled that a purchaser in such a case cannot claim to be put in joint possession with the other coparceners. He has only the right to ask for general partition of the joint property.","Dear ClientFor the first issue, you both need to enter into MOU memorandum of understanding with the clause to sell as a single property or at the same time whenever you are ready and the total amount received should be equally shared among both of youFor the second issue, selling a leasehold property is slightly more complicated than selling a freehold, but if you're well prepared there's no reason why the sales process should be hard. Making sure you're aware of the specific terms of your lease agreement and having key documents to hand would helpThank You","Dear Sir,If any member of family ready to purchase second floor then he can sell to others on the following principal of law. You can sell three shops provided will give preference to your brothers if they like to purchase it at the prevailing market rate.=================================================================Right To Joint Possession And Right of Pre-emptionThe right of 'pre-emption' is given to the owner of immovable property to acquire another immovable property that has been sold to some other person. It is the purchase by one person before all others. ... The objective behind this right is to maintain privacy and prevent strangers to come in neighbour or in a family.There are two views in this matter. The purchaser has no right to joint possession of the property compelling partition. He can sue all other coparceners for that purpose. [32]If the vendee has obtained possession, the other coparceners can get him ejected by a suit. All that the purchaser is entitled to in such a suit is a declaration that he is entitled to the share of the coparcener against whom the decree has been passed.The Bombay High Court has a different approach. It gives some discretion to the court in the matter of ejectment of a stranger purchaser. In BhauLaxman v. BudhaManku [33] the court laid down three rules:First, if a purchaser stranger of the undivided interest of a coparcener in a joint family property is out of possession, he should not be given joint possession with the other coparceners but should be left to his remedy of a suit for partition.Secondly, on the other hand if the purchaser has obtained possession of the property, a coparcener who has been excluded may obtain joint possession with the purchaser.Thirdly, the purchaser in possession need not be ejected in a suit for recovery of possession brought by an excluded coparcener. The matter should be decided on merits because he is not a trespasser. In a suitable case he may be declared to be entitled to hold (pending partition) as a tenant-in-common with other coparceners.The issue came to be discussed by Supreme Court in M.V.S. Manikayala Rao v. M. Narasimhaswami [34] . The court held that it is well settled that a purchaser in such a case cannot claim to be put in joint possession with the other coparceners. He has only the right to ask for general partition of the joint property."
Q_175,Query,,query,,,,"My son and daughter in law both are in Singapore since August 2017 and they are have a son born on21/06/2019. After birth of child his mother deserted his father though they are living under same roof and my son is managing everything. Here I would like to tell that my son is work permit holder and his wife is on depends pass. Now she wants to come back to India with the child but my son is not willing to send the child and therefore he has kept his son passport in his custody. Earlier in March 2020 she left singapore Without informing my son with the child and went back due her family pressure but not living like wife. Now she has moved for legal action to get the care and custody of child and a notice has come to my son. Under these circumstances should my son move to cancel her depends pass? What will be the after effect if he does so? And what action she can take after coming to India and when since she is aNRI( Agra, Uttar Pradesh )","Dear Sir,It depends upon the existing laws of Singapore State. If marriage had happened in India then your son may file Divorce case in India through Power of Attorney and get a divorce on the ground of cruelty and desertion.","Dear Client,In this complex situation, it is advisable for your son to consult with a family law attorney in Singapore to understand his legal rights and options. Canceling the depends pass for his wife may have implications on her legal status in Singapore and could affect her ability to reside there. However, the primary focus should be on resolving the child custody matter through legal channels. Your son should respond to the legal notice appropriately and, if necessary, seek legal representation to protect his rights as a parent. As an NRI, your daughter-in-law may still have legal avenues to pursue custody matters in India, so it's crucial for your son to be prepared and seek professional legal advice in both jurisdictions to navigate this complex situation effectively. Communication and understanding each party's rights and responsibilities can play a crucial role in reaching an amicable resolution.Thankyou","Dear Sir,It depends upon the existing laws of Singapore State. If marriage had happened in India then your son may file Divorce case in India through Power of Attorney and get a divorce on the ground of cruelty and desertion."
